"interview__key","y5_hhid","plot_id","plotname","plot_desc","prevplot_id","ag3a_02_1","ag3a_02_2","ag3a_02_3","ag3a_03","ag3a_04","ag3a_07","ag3a_08a_1","ag3a_08a_2","ag3a_08b_1","ag3a_08b_2","ag3a_08b_3","ag3a_08c1","ag3a_08c2","ag3a_09a_1","ag3a_09a_2","ag3a_09b_1","ag3a_09b_2","ag3a_09b_3","ag3a_09c1","ag3a_09c2","ag3a_10","ag3a_11","ag3a_12","ag3a_13","ag3a_14","ag3a_15","ag3a_16_1","ag3a_16_2","ag3a_17","ag3a_18","ag3a_19","ag3a_20","ag3a_21","ag3a_22","ag3a_23","ag3a_24","ag3a_25","ag3a_26_1","ag3a_26_2","ag3a_27","ag3a_28a","ag3a_28b","ag3a_28c","ag3a_28d","ag3a_29_1","ag3a_29_2","ag3a_30","ag3a_31_1","ag3a_31_2","ag3a_31a","ag3a_32_1","ag3a_32_2","ag3a_33","ag3a_34_1","ag3a_34_2","ag3a_35","ag3a_36_1","ag3a_36_2","ag3a_37_1","ag3a_37_2","ag3a_38","ag3a_38a","ag3a_39","ag3a_40","ag3a_41","ag3a_42","ag3a_43","ag3a_44","ag3a_45","ag3a_46_1","ag3a_46_2","ag3a_47","ag3a_48","ag3a_49","ag3a_51","ag3a_52","ag3a_53_1","ag3a_53_2","ag3a_54","ag3a_55","ag3a_56","ag3a_58","ag3a_59_1","ag3a_59_2","ag3a_60","ag3a_62_1","ag3a_62_2","ag3a_63","ag3a_64","ag3a_65_1","ag3a_65_2","ag3a_65a","ag3a_65b_1","ag3a_65b_2","ag3a_65c","ag3a_65d","ag3a_65e_1","ag3a_65e_2","ag3a_66","ag3a_67_1","ag3a_67_2","ag3a_67_3","ag3a_67_4","ag3a_68","ag3a_69","ag3a_70_1","ag3a_70_2","ag3a_71_1","ag3a_71_2","ag3a_71a","ag3a_71b","ag3a_72a","ag3a_72b_1","ag3a_72b_2","ag3a_72b_3","ag3a_72b_4","ag3a_72b_5","ag3a_72b_6","ag3a_72b_7","ag3a_72b_8","ag3a_72b_9","ag3a_72b_10","ag3a_72c_1","ag3a_72c_2","ag3a_72c_3","ag3a_72c_4","ag3a_72c_5","ag3a_72c_6","ag3a_72c_7","ag3a_72c_8","ag3a_72c_9","ag3a_72c_10","ag3a_72d_1","ag3a_72d_2","ag3a_72d_3","ag3a_72d_4","ag3a_72d_5","ag3a_72d_6","ag3a_72d_7","ag3a_72d_8","ag3a_72d_9","ag3a_72d_10","ag3a_72e","ag3a_72f_1","ag3a_72f_2","ag3a_72f_3","ag3a_72f_4","ag3a_72f_5","ag3a_72f_6","ag3a_72f_7","ag3a_72f_8","ag3a_72f_9","ag3a_72f_10","ag3a_72g_1","ag3a_72g_2","ag3a_72g_3","ag3a_72g_4","ag3a_72g_5","ag3a_72g_6","ag3a_72g_7","ag3a_72g_8","ag3a_72g_9","ag3a_72g_10","ag3a_72h_1","ag3a_72h_2","ag3a_72h_3","ag3a_72h_4","ag3a_72h_5","ag3a_72h_6","ag3a_72h_7","ag3a_72h_8","ag3a_72h_9","ag3a_72h_10","ag3a_72i","ag3a_72j_1","ag3a_72j_2","ag3a_72j_3","ag3a_72j_4","ag3a_72j_5","ag3a_72j_6","ag3a_72j_7","ag3a_72j_8","ag3a_72j_9","ag3a_72j_10","ag3a_72k_1","ag3a_72k_2","ag3a_72k_3","ag3a_72k_4","ag3a_72k_5","ag3a_72k_6","ag3a_72k_7","ag3a_72k_8","ag3a_72k_9","ag3a_72k_10","ag3a_72l_1","ag3a_72l_2","ag3a_72l_3","ag3a_72l_4","ag3a_72l_5","ag3a_72l_6","ag3a_72l_7","ag3a_72l_8","ag3a_72l_9","ag3a_72l_10","ag3a_73","ag3a_74_1a","ag3a_74_1b","ag3a_74_1c","ag3a_74_1d","ag3a_74_2a","ag3a_74_2b","ag3a_74_2c","ag3a_74_2d","ag3a_74_3a","ag3a_74_3b","ag3a_74_3c","ag3a_74_3d","ag3a_75","ag3a_76","ag3a_77","ag3a_78","ag3a_79","ag3a_80","ag3a_81","ag3a_82","ag3a_83","ag3a_84","ag3a_85"
"79-06-68-49","1059-001-03",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0.1,0.1,3,1,,11,1,0,1,,,,,1,0,1,,,,,2,2,2,1,2,2,,,1,2,,,,0,,8000000,5,,,,3,2,,8,1,,2,,,,,,,,,,,,,,2013,2,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,2,4,5,,,,,,,4,4,4,4,,,,,,,6,6,6,6,,,,,,,1,1,2,4,5,,,,,,,7,7,7,7,,,,,,,6,6,6,6,,,,,,,1,1,2,4,5,,,,,,,7,7,7,7,,,,,,,6,6,6,6,,,,,,,2,,,,,,,,,,,,,2,,,,,,1,43,,,
"71-40-42-06","1059-001-06",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,1,2,1,,41,1,0,1,2,,,,1,0,1,2,,,,1,2,2,2,,2,,,1,2,,,,0,,3600000,3,,,,,,,8,,,,,,,,,0,,,1,1,1,1,4,,,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,2,5,7,8,,,,,,14,14,14,14,14,,,,,,10,10,10,10,10,,,,,,1,1,2,5,7,8,,,,,,30,30,30,30,30,,,,,,10,10,10,10,10,,,,,,1,1,2,5,7,8,,,,,,20,20,20,20,20,,,,,,10,10,10,10,10,,,,,,1,0,0,0,0,4,4,0,80000,0,0,0,0,2,,,,,,2,,1,,3
"71-40-42-06","1059-001-06",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,16,1,4,1,,41,1,0,1,,,,,1,0,1,,,,,1,2,2,2,,2,,,3,2,,,,0,,600000,3,,,,,,,8,,,,,,,,,0,,,1,1,1,1,,,,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,2,,,,,,,,,3,3,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,1,1,,,,,,,,,10,10,,,,,,,,,1,1,2,,,,,,,,,1,1,,,,,,,,,10,10,,,,,,,,,1,0,0,0,0,1,1,0,83000,0,0,0,0,2,,,,,,2,,1,,3
"27-54-41-37","1060-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,0,1,,13,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,1,2,,,,0,,10000000,1,,,,3,2,,8,1,,1,1,,2,,,,,,,,,,,1900,2,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,1,2,1,1,5,,,,,,,,,4,4,,,,,,,,,9,9,,,,,,,,,1,1,5,,,,,,,,,4,4,,,,,,,,,12,12,,,,,,,,,1,5,,,,,,,,,,7,,,,,,,,,,9,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"27-54-41-37","1060-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",2,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1000000,1,,,,3,2,,8,1,,2,,,,,,,,,,,,,,1900,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"50-50-37-47","1061-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,10,1,,11,1,0,1,,,,,1,0,1,,,,,4,1,2,2,,2,,,1,2,,,,0,,40000000,1,,,,3,1,1,8,1,,2,,,,,,,,,,,,,,1994,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,1,1,1,1,2,,,,,,,,,30,30,,,,,,,,,5,5,,,,,,,,,1,1,2,5,,,,,,,,30,30,25,,,,,,,,6,6,5,,,,,,,,1,1,2,5,,,,,,,,45,50,30,,,,,,,,6,6,6,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"25-09-89-03","1062-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,100000,3,,,,,,,8,,,,,,,,,0,,,1,1,1,1,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"25-09-89-03","1062-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",2,0,4,1,,13,1,0,1,,,,,1,0,1,2,,,,2,1,2,2,,2,,,1,2,,,,0,,800000,1,,,,3,1,2,8,1,2,1,1,2,2,,,,,,,,,,,1900,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,2,3,,,,,,,,,7,7,,,,,,,,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,,,,,,,,,1,1,,,,,,,,,8,8,,,,,,,,,1,0,0,0,0,0,5,0,30000,0,0,0,0,2,,,,,,2,,1,,3
"21-11-75-86","1063-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,1,6,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,2,2,1,2,2,,,3,2,,,,0,,4000000,5,,,,3,1,1,1,1,2,1,2,,1,,,,,,,,,,,2016,2,1,1,1,700,2,,,,,2,,,,,,,,,,,,,2,,,,,,,1,4,2,40000,1,21,1,2,,,,,,,,,,,2,1,1,1,2,3,4,8,,,,,,20,15,18,18,15,,,,,,6,6,6,6,6,,,,,,1,1,2,3,4,5,8,,,,,18,21,20,15,6,21,,,,,8,4,4,4,4,4,,,,,1,1,2,3,4,5,8,,,,,22,24,16,20,4,16,,,,,6,6,5,6,6,5,,,,,1,0,0,0,0,4,20,0,50000,0,0,0,0,2,,,,,,2,,1,,3
"21-11-75-86","1063-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,3,1,9,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,2,2,2,,2,,,3,2,,,,2019,,9000000,5,,,,3,1,1,1,1,2,1,1,2,2,,,,,,,,,,,2016,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,2,3,4,8,,,,,,12,15,15,18,15,,,,,,6,6,6,6,6,,,,,,1,2,3,4,5,8,,,,,,12,12,10,3,12,,,,,,8,8,8,8,6,,,,,,1,1,2,3,4,5,8,,,,,11,12,12,12,2,12,,,,,4,5,5,4,4,5,,,,,1,0,0,0,0,10,16,0,45000,0,0,0,0,2,,,,,,2,,1,,3
"63-59-38-21","1064-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",2,2,3,1,,13,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,1,2,,,,0,,1000000,6,,,,,,,8,,,,,,,,,,,,,1,1,1,,,,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,1,1,1,,,,,,,,,,3,,,,,,,,,,5,,,,,,,,,,1,1,,,,,,,,,,4,,,,,,,,,,8,,,,,,,,,,1,1,,,,,,,,,,20,,,,,,,,,,8,,,,,,,,,,1,0,3,0,0,0,0,0,0,0,0,0,0,2,,,,,,2,,1,,3
"51-70-28-89","1076-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0.1,4,1,,11,1,0,1,,,,,1,0,1,,,,,2,1,2,1,2,2,,,1,2,,,,0,,3000000,1,,,,3,1,2,8,1,,2,,,,,,,,,,,,,,2013,2,1,1,2,,,,,,,2,,,,,,,,,,,,,1,2,2,30000,3,5,1,1,300,3,10500,3,5,1,2,,,,,,,,,,,2,2,1,1,,,,,,,,,,3,,,,,,,,,,5,,,,,,,,,,1,1,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,1,1,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"45-88-08-27","1077-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,1,1,,11,1,0,1,6,,,,1,0,1,,,,,2,2,2,2,,1,6,,3,2,,,,0,,2000000,1,,,,3,1,1,8,1,6,1,1,,2,,,,,,,,,,,1900,2,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,1,1,2,25000,3,16,2,2,,,,,,,,,,,2,1,1,1,3,6,,,,,,,,1,1,1,,,,,,,,4,4,4,,,,,,,,1,1,6,,,,,,,,,7,7,,,,,,,,,4,4,,,,,,,,,1,1,3,4,6,,,,,,,4,4,4,4,,,,,,,6,6,6,6,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"45-88-08-27","1077-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",1,0.2,1,1,,89,1,0,1,6,,,,1,0,1,6,,,,2,2,2,2,,1,6,,1,1,2,5,5,0,,1500000,1,,,,3,1,1,8,1,6,1,1,,2,,,,,,,,,,,1900,2,1,1,1,1500,1,1000,200000,2,1,1,1,20,40000,3,16,2,2,,,,,,1,100,4,16000,3,16,2,1,1,2,25000,3,16,2,2,,,,,,,,,,,2,2,1,1,6,,,,,,,,,10,10,,,,,,,,,4,4,,,,,,,,,1,1,6,,,,,,,,,1,1,,,,,,,,,4,4,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,0,0,0,0,0,1,0,40000,0,0,0,0,2,,,,,,2,,1,,3
"45-88-08-27","1077-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",16,15,16,1,,89,1,0,1,6,,,,1,0,1,6,,,,2,2,2,1,2,1,6,,2,2,,,,0,,5000000,7,,,,,,,8,,,,,,,,,400000,1,2,1,20,2,1,6,,,2,1,2,,,,,,,2,,,,,,,,,,,,,1,500,3,80000,3,16,2,1,2,2,50000,3,16,2,2,,,,,,,,,,,2,2,1,1,,,,,,,,,,7,,,,,,,,,,4,,,,,,,,,,1,1,,,,,,,,,,7,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,7,0,200000,0,7,0,40000,0,0,0,0,2,,,,,,2,,2,3,
"83-42-33-56","1078-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,4,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,1,2,2,,2,,,1,2,,,,0,,12000000,1,,,,3,1,2,8,1,2,1,1,2,2,,,,,,,,,,,1900,2,1,1,1,1000,2,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,1,2,1,1,2,,,,,,,,,2,2,,,,,,,,,6,6,,,,,,,,,1,1,2,,,,,,,,,7,7,,,,,,,,,4,4,,,,,,,,,1,1,2,,,,,,,,,2,2,,,,,,,,,14,14,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"83-42-33-56","1078-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",8,8,16,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,2,2,2,,2,,,1,2,,,,0,,3000000,5,,,,3,1,2,8,1,2,1,1,2,2,,,,,,,,,,,2000,2,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,1,2,1,1,2,,,,,,,,,1,1,,,,,,,,,2,2,,,,,,,,,1,1,2,3,,,,,,,,2,2,2,,,,,,,,8,8,8,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,7,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"83-42-33-56","1078-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**","M3",3,0,11,1,,89,1,0,1,2,,,,1,0,1,2,,,,2,1,2,2,,1,2,,1,1,2,4,3,0,,4000000,5,,,,3,1,2,8,1,2,1,1,2,2,,,,,,,,,,,1900,2,1,1,1,2000,2,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,1,2,1,1,2,,,,,,,,,6,6,,,,,,,,,10,10,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,2,2,,,,,,,,,8,8,,,,,,,,,1,0,0,0,0,3,0,0,45000,0,0,0,0,2,,,,,,2,,1,,3
"83-42-33-56","1078-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**","M4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51-38-42-66","1079-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",2,0,1,1,,11,1,0,1,2,,,,1,0,1,,,,,4,1,2,2,,2,,,1,2,,,,0,,5000000,1,,,,2,,,8,1,,1,1,,2,,,,,,,,,,,1989,2,1,1,2,,,,,,,2,,,,,,,,,,,,,1,2,2,24000,3,16,1,1,2,2,20000,3,16,1,2,,,,,,,,,,,1,2,1,1,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,1,1,2,,,,,,,,,4,4,,,,,,,,,5,5,,,,,,,,,1,1,2,3,,,,,,,,8,8,8,,,,,,,,5,5,5,,,,,,,,1,0,2,0,30000,0,0,0,0,0,1,0,4000,2,,,,,,2,,1,,3
"51-38-42-66","1079-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**","M2",3,0,2,1,,11,1,0,1,2,,,,1,0,1,,,,,4,1,2,1,2,1,6,,3,2,,,,0,,4000000,1,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,1990,2,1,1,1,500,2,,,,,2,,,,,,,,,,,,,1,2,2,24000,3,16,1,1,500,3,15000,3,16,1,2,,,,,,,,,,,2,1,1,1,2,,,,,,,,,6,6,,,,,,,,,9,9,,,,,,,,,1,1,2,3,,,,,,,,6,6,4,,,,,,,,11,11,11,,,,,,,,1,1,2,3,,,,,,,,8,8,8,,,,,,,,7,7,4,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,4000,2,,,,,,2,,1,,3
"70-13-86-62","1080-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",0,0,0,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,2,2,2,,2,,,1,2,,,,0,,2000000,1,,,,3,1,1,8,1,2,2,,,,,,,,,,,,,,2007,2,1,1,1,150,2,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,2,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,1,2,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,1,2,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"15-64-51-68","1081-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",4,2,6,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,1,2,1,2,1,2,,3,2,,,,0,,1000000,5,,,,3,1,1,1,1,2,1,1,2,1,,,,,,,,,,,2008,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,1,200,3,6000,3,4,1,2,,,,,,,,,,,2,1,1,2,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,1,1,,,,,,,,,,2,,,,,,,,,,4,,,,,,,,,,1,1,2,,,,,,,,,1,3,,,,,,,,,2,4,,,,,,,,,1,0,6,0,20000,7,0,0,10,0,3,0,27000,2,,,,,,2,,1,,3
"40-74-76-77","1082-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",2,0.5,4,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,2,2,1,2,2,,,1,2,,,,0,,3000000,1,,,,3,2,,8,1,,2,,,,,,,,,,,,,,1900,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,7,,,,,,,,,,6,,,,,,,,,,1,4,,,,,,,,,,2,,,,,,,,,,6,,,,,,,,,,1,0,1,0,0,0,7,0,40000,0,2,0,0,2,,,,,,2,,1,,3
"71-92-06-80","1083-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",2,0,2,1,,11,1,0,1,,,,,1,0,1,,,,,2,2,2,2,,2,,,1,2,,,,0,,2000000,1,,,,3,1,1,8,1,,1,1,,2,,,,,,,,,,,2009,2,2,1,2,,,,,,,1,8,250,1250,3,4,1,2,,,,,,2,,,,,,,1,0.3,2,12000,3,4,1,2,,,,,,,,,,,1,2,1,2,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,2,,,,,,,,,,2,,,,,,,,,,10,,,,,,,,,,1,1,2,,,,,,,,,7,7,,,,,,,,,3,5,,,,,,,,,1,0,2,0,60000,3,0,0,60000,0,0,0,0,2,,,,,,2,,1,,3
"74-62-00-18","1097-001-04",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,12,2,10,1,,11,1,0,1,2,,,,1,0,1,,,,,1,1,3,2,,2,,,1,2,,,,0,,6000000,1,,,,3,1,1,8,1,,2,,,,,,,,,,,,,,2018,2,1,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,3,3,,,,,,,,,4,4,,,,,,,,,1,0,1,0,80000,0,2,0,120000,0,0,0,0,2,,,,,,2,,1,,3
"08-25-45-41","1134-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,2,1,,11,1,0,1,2,,,,1,0,1,2,,,,2,2,2,1,2,1,1,,3,2,,,,0,,8000000,1,,,,1,,,8,2,,1,2,,2,,,,,,,,,,,1990,2,1,1,1,2500,1,2500,80000,9,1,2,,,,,,,,,,,,,1,250,3,15000,1,16,1,2,,,,,,,2,,,,,,,,,,,2,2,1,1,2,,,,,,,,,7,5,,,,,,,,,3,3,,,,,,,,,1,1,2,,,,,,,,,6,4,,,,,,,,,5,3,,,,,,,,,1,1,2,,,,,,,,,5,11,,,,,,,,,3,3,,,,,,,,,1,6,0,0,15000,5,0,0,15000,4,0,0,20000,2,,,,,,2,,1,,5
"31-67-12-82","1152-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9000000,5,,,,2,,,4,1,,1,1,,2,,,,,,,,,,,2010,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"31-48-95-02","1155-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0.02,0.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,250000,5,,,,1,,,1,1,,1,1,2,2,,,,,,,,,,,2001,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,5
"39-24-29-81","1159-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,2,2,1,,43,1,0,1,,,,,1,0,1,,,,,1,2,2,2,,2,,,1,2,,,,0,,500000,5,,,,3,1,1,6,1,,1,1,,2,,,,,,,,,,,2011,2,2,1,2,,,,,,,2,,,,,,,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,,,,,2,2,1,1,,,,,,,,,,5,,,,,,,,,,2,,,,,,,,,,1,1,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,1,1,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,,1,,3
"33-16-62-69","1172-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","M1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"63-91-22-93","1191-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0.2,0.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100000,5,,,,1,,,1,3,4,1,3,4,2,,,,,,,,,,,2010,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
"09-26-67-92","1193-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,1,0,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000,6,,,,,,,7,,,,,,,,,,,,,2,4,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,11,,,,,,,,
"02-54-47-04","1198-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,0,0,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8000000,5,,,,2,,,8,1,2,1,1,2,2,,,,,,,,,,,2015,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,1,,3
