"interview__key","y5_hhid","itemcode","hh_j01","hh_j02_1","hh_j02_2","hh_j03_1","hh_j03_2","hh_j04","hh_j05_1","hh_j05_2","hh_j06_1","hh_j06_2","j1_selection"
"19-34-39-64","1196-001-01",1082,2,,,,,,,,,,2
"19-34-39-64","1196-001-01",1101,1,2,21,2,21,350,,0,,0,2
"19-34-39-64","1196-001-01",1102,2,,,,,,,,,,2
"19-34-39-64","1196-001-01",1103,2,,,,,,,,,,2
"19-34-39-64","1196-001-01",1104,1,4,2100,4,2100,3000,,0,,0,2
"19-34-39-64","1196-001-01",1105,2,,,,,,,,,,2
"19-34-39-64","1196-001-01",1106,2,,,,,,,,,,2
"19-34-39-64","1196-001-01",1107,2,,,,,,,,,,2
"19-34-39-64","1196-001-01",1108,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",101,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",102,1,2,8750,2,8750,11375,,0,,0,2
"17-51-90-93","1213-001-01",103,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",104,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",105,1,1,1.5,1,1.5,1800,,0,,0,2
"17-51-90-93","1213-001-01",106,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",107,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",109,1,1,1.5,1,1.5,6300,,0,,0,2
"17-51-90-93","1213-001-01",110,1,5,20,5,20,2000,,0,,0,2
"17-51-90-93","1213-001-01",111,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",112,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",201,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",202,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",203,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",204,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",205,1,2,2244,2,2244,4000,,0,,0,2
"17-51-90-93","1213-001-01",206,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",207,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",301,1,1,1,1,1,3000,,0,,0,2
"17-51-90-93","1213-001-01",302,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",303,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",401,1,1,0.5,1,0.5,1500,,0,,0,2
"17-51-90-93","1213-001-01",501,1,1,0.25,1,0.25,500,,0,,0,2
"17-51-90-93","1213-001-01",502,1,2,3115,2,3115,5000,,0,,0,2
"17-51-90-93","1213-001-01",503,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",504,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",601,1,2,1346,2,1346,2400,,0,,0,2
"17-51-90-93","1213-001-01",602,1,2,1342,2,1342,2100,,0,,0,2
"17-51-90-93","1213-001-01",603,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",701,1,2,1980,2,1980,2400,,0,,0,2
"17-51-90-93","1213-001-01",702,1,2,144,2,144,200,,0,,0,2
"17-51-90-93","1213-001-01",703,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",704,1,2,3221,,0,,,0,2,3221,2
"17-51-90-93","1213-001-01",801,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",802,1,2,750,2,750,5500,,0,,0,2
"17-51-90-93","1213-001-01",803,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",804,1,2,672,2,672,6500,,0,,0,2
"17-51-90-93","1213-001-01",805,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",806,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",807,1,5,27,,0,,5,27,,0,2
"17-51-90-93","1213-001-01",808,1,1,1,1,1,5000,,0,,0,2
"17-51-90-93","1213-001-01",809,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",810,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",901,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",902,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",903,1,1,0.5,1,0.5,5000,,0,,0,2
"17-51-90-93","1213-001-01",1001,1,3,0.5,3,0.5,2300,,0,,0,2
"17-51-90-93","1213-001-01",1002,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",1003,1,2,175,2,175,175,,0,,0,2
"17-51-90-93","1213-001-01",1004,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",1081,1,1,1.25,1,1.25,1600,,0,,0,2
"17-51-90-93","1213-001-01",1082,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",1101,1,2,100,2,100,150,,0,,0,2
"17-51-90-93","1213-001-01",1102,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",1103,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",1104,1,4,2750,4,2750,3000,,0,,0,2
"17-51-90-93","1213-001-01",1105,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",1106,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",1107,2,,,,,,,,,,2
"17-51-90-93","1213-001-01",1108,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",101,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",102,1,1,10.5,1,10.5,17850,,0,,0,2
"85-07-13-31","1232-001-01",103,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",104,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",105,1,1,7,1,7,8400,,0,,0,2
"85-07-13-31","1232-001-01",106,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",107,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",109,1,1,1,1,1,10000,,0,,0,2
"85-07-13-31","1232-001-01",110,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",111,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",112,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",201,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",202,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",203,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",204,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",205,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",206,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",207,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",301,1,1,2.5,1,2.5,8400,,0,,0,2
"85-07-13-31","1232-001-01",302,1,2,100,2,100,1400,,0,,0,2
"85-07-13-31","1232-001-01",303,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",401,1,1,7,1,7,19600,,0,,0,2
"85-07-13-31","1232-001-01",501,1,1,0.5,1,0.5,5000,,0,,0,2
"85-07-13-31","1232-001-01",502,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",503,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",504,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",601,1,1,3.4,1,3.4,4000,,0,,0,2
"85-07-13-31","1232-001-01",602,1,1,6.44,1,6.44,7000,,0,,0,2
"85-07-13-31","1232-001-01",603,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",701,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",702,1,2,200,2,200,500,,0,,0,2
"85-07-13-31","1232-001-01",703,1,1,5.94,1,5.94,5000,,0,,0,2
"85-07-13-31","1232-001-01",704,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",801,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",802,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",803,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",804,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",805,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",806,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",807,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",808,1,1,0.5,1,0.5,4000,,0,,0,2
"85-07-13-31","1232-001-01",809,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",810,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",901,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",902,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",903,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",1001,1,4,280,4,280,3500,,0,,0,2
"85-07-13-31","1232-001-01",1002,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",1003,1,2,250,2,250,250,,0,,0,2
"85-07-13-31","1232-001-01",1004,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",1081,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",1082,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",1101,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",1102,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",1103,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",1104,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",1105,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",1106,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",1107,2,,,,,,,,,,2
"85-07-13-31","1232-001-01",1108,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",101,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",102,1,1,2,1,2,3200,,0,,0,2
"42-14-42-96","1248-001-01",103,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",104,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",105,1,1,2,1,2,2400,,0,,0,2
"42-14-42-96","1248-001-01",106,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",107,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",109,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",110,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",111,1,2,500,2,500,1300,,0,,0,2
"42-14-42-96","1248-001-01",112,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",201,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",202,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",203,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",204,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",205,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",206,1,5,12,5,12,2000,,0,,0,2
"42-14-42-96","1248-001-01",207,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",301,1,2,250,2,250,650,,0,,0,2
"42-14-42-96","1248-001-01",302,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",303,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",401,1,2,500,2,500,1200,,0,,0,2
"42-14-42-96","1248-001-01",501,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",502,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",503,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",504,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",601,1,5,18,5,18,1800,,0,,0,2
"42-14-42-96","1248-001-01",602,1,5,3,5,3,1500,,0,,0,2
"42-14-42-96","1248-001-01",603,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",701,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",702,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",703,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",704,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",801,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",802,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",803,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",804,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",805,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",806,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",807,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",808,1,2,500,2,500,4000,,0,,0,2
"42-14-42-96","1248-001-01",809,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",810,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",901,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",902,1,3,1,3,1,2000,,0,,0,2
"42-14-42-96","1248-001-01",903,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",1001,1,4,500,4,500,2400,,0,,0,2
"42-14-42-96","1248-001-01",1002,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",1003,1,2,100,2,100,100,,0,,0,2
"42-14-42-96","1248-001-01",1004,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",1081,1,1,1,1,1,1200,,0,,0,2
"42-14-42-96","1248-001-01",1082,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",1101,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",1102,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",1103,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",1104,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",1105,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",1106,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",1107,2,,,,,,,,,,2
"42-14-42-96","1248-001-01",1108,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",101,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",102,1,2,4500,2,4500,4500,,0,,0,2
"79-77-16-34","1269-001-01",103,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",104,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",105,1,1,2,1,2,2200,,0,,0,2
"79-77-16-34","1269-001-01",106,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",107,1,1,1,1,1,1000,,0,,0,2
"79-77-16-34","1269-001-01",109,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",110,1,2,770,2,770,2800,,0,,0,2
"79-77-16-34","1269-001-01",111,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",112,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",201,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",202,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",203,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",204,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",205,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",206,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",207,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",301,1,2,500,2,500,1300,,0,,0,2
"79-77-16-34","1269-001-01",302,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",303,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",401,1,2,750,2,750,1800,,0,,0,2
"79-77-16-34","1269-001-01",501,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",502,1,2,1560,2,1560,1800,,0,,0,2
"79-77-16-34","1269-001-01",503,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",504,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",601,1,2,2065,2,2065,3500,,0,,0,2
"79-77-16-34","1269-001-01",602,1,2,1260,2,1260,3000,,0,,0,2
"79-77-16-34","1269-001-01",603,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",701,1,2,1080,2,1080,1200,,0,,0,2
"79-77-16-34","1269-001-01",702,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",703,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",704,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",801,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",802,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",803,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",804,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",805,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",806,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",807,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",808,1,2,500,2,500,2000,,0,,0,2
"79-77-16-34","1269-001-01",809,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",810,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",901,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",902,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",903,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",1001,1,4,500,4,500,2250,,0,,0,2
"79-77-16-34","1269-001-01",1002,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",1003,1,2,150,2,150,200,,0,,0,2
"79-77-16-34","1269-001-01",1004,1,2,100,2,100,500,,0,,0,2
"79-77-16-34","1269-001-01",1081,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",1082,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",1101,1,2,21,2,21,350,,0,,0,2
"79-77-16-34","1269-001-01",1102,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",1103,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",1104,1,4,1200,4,1200,2000,,0,,0,2
"79-77-16-34","1269-001-01",1105,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",1106,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",1107,2,,,,,,,,,,2
"79-77-16-34","1269-001-01",1108,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",101,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",102,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",103,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",104,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",105,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",106,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",107,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",109,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",110,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",111,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",112,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",201,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",202,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",203,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",204,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",205,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",206,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",207,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",301,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",302,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",303,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",401,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",501,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",502,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",503,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",504,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",601,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",602,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",603,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",701,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",702,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",703,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",704,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",801,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",802,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",803,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",804,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",805,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",806,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",807,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",808,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",809,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",810,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",901,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",902,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",903,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",1001,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",1002,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",1003,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",1004,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",1081,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",1082,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",1101,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",1102,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",1103,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",1104,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",1105,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",1106,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",1107,2,,,,,,,,,,2
"21-58-01-13","1290-001-01",1108,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",101,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",102,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",103,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",104,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",105,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",106,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",107,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",109,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",110,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",111,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",112,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",201,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",202,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",203,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",204,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",205,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",206,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",207,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",301,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",302,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",303,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",401,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",501,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",502,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",503,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",504,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",601,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",602,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",603,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",701,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",702,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",703,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",704,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",801,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",802,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",803,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",804,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",805,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",806,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",807,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",808,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",809,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",810,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",901,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",902,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",903,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",1001,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",1002,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",1003,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",1004,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",1081,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",1082,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",1101,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",1102,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",1103,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",1104,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",1105,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",1106,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",1107,2,,,,,,,,,,2
"37-29-66-64","1304-001-01",1108,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",101,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",102,1,2,3500,2,3500,7000,,0,,0,2
"00-63-85-41","1325-001-01",103,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",104,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",105,1,2,3500,2,3500,4200,,0,,0,2
"00-63-85-41","1325-001-01",106,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",107,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",109,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",110,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",111,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",112,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",201,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",202,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",203,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",204,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",205,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",206,1,2,1300,2,1300,1500,,0,,0,2
"00-63-85-41","1325-001-01",207,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",301,1,1,1,1,1,3000,,0,,0,2
"00-63-85-41","1325-001-01",302,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",303,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",401,1,2,250,2,250,750,,0,,0,2
"00-63-85-41","1325-001-01",501,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",502,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",503,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",504,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",601,1,2,2500,2,2500,5900,,0,,0,2
"00-63-85-41","1325-001-01",602,1,2,1750,2,1750,3500,,0,,0,2
"00-63-85-41","1325-001-01",603,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",701,1,2,500,2,500,750,,0,,0,2
"00-63-85-41","1325-001-01",702,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",703,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",704,1,2,1500,,0,,2,1500,,0,2
"00-63-85-41","1325-001-01",801,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",802,1,2,500,2,500,3500,,0,,0,2
"00-63-85-41","1325-001-01",803,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",804,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",805,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",806,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",807,1,5,2,5,2,800,,0,,0,2
"00-63-85-41","1325-001-01",808,1,2,750,2,750,2000,,0,,0,2
"00-63-85-41","1325-001-01",809,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",810,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",901,1,4,500,4,500,2000,,0,,0,2
"00-63-85-41","1325-001-01",902,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",903,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",1001,1,4,250,4,250,1250,,0,,0,2
"00-63-85-41","1325-001-01",1002,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",1003,1,2,150,2,150,200,,0,,0,2
"00-63-85-41","1325-001-01",1004,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",1081,2,,,,,,,,,,2
"00-63-85-41","1325-001-01",1082,2,,,,,,,,,,2
