"interview__key","y5_hhid","plot_id","plotname","ag2a_03","ag2a_04","ag2a_05","ag2a_05a","ag2a_06","ag2a_07__Accuracy","ag2a_07__Altitude","ag2a_07__Latitude","ag2a_07__Longitude","ag2a_07__Timestamp","ag2a_07a","ag2a_07b","ag2a_07c_1","ag2a_07c_2","ag2a_07c_3","ag2a_08","ag2a_09","ag2a_10"
"35-70-97-65","1519-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.02,3
"91-84-66-99","1534-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",6,2,,,,,0.03,1
"30-18-08-81","1536-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.3,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0,3
"88-91-41-19","1541-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.12,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.19,2
"00-33-05-95","1551-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.04,1
"35-10-30-26","1552-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.3,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,3,,,,0.01,2
"87-34-09-05","1553-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",4,1,4,5,,,0.07,3
"18-78-78-83","1554-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.3,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.01,3
"72-28-96-80","1555-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.2,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,2,,,,,0.01,1
"98-95-18-17","1556-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.12,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.02,2
"87-14-18-77","1557-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.51,3
"07-54-14-55","1559-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.19,3
"07-54-14-55","1559-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.55,3
"13-93-41-98","1571-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"47-27-91-78","1572-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.12,"M1",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"47-27-91-78","1572-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"28-18-07-54","1573-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.2,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.04,1
"03-53-76-34","1573-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"23-80-89-13","1576-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"62-89-22-61","1589-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.02,3
"72-09-12-51","1592-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.2,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.01,3
"26-44-95-55","1594-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",5,1,5,,,,0.18,3
"00-17-71-97","1596-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",16,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,14.87,3
"00-17-71-97","1596-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.75,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"96-96-70-93","1613-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.3,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.01,3
"26-30-52-40","1614-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.06,1
"73-64-90-48","1633-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.01,2
"11-50-31-53","1651-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.11,1
"26-08-75-88","1665-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,"M1",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"26-08-75-88","1665-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"26-08-75-88","1665-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M3",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"92-25-23-25","1704-001-05",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.3,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",8,1,8,,,,0,4
"22-38-66-35","1705-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.75,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.71,3
"59-65-56-21","1707-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,2,,,0.08,1
"36-06-21-60","1708-001-07",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,5.51,2
"97-86-60-25","1709-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,2,,,0.19,3
"65-68-67-71","1710-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"63-97-16-08","1725-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.3,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.02,1
"42-24-69-58","1725-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.66,4
"54-10-69-38","1733-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"51-51-72-36","1744-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M1",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"51-51-72-36","1744-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M2",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"51-51-72-36","1744-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,1,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"30-07-10-44","1744-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,2,,,,,0,3
"15-97-35-81","1745-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.18,4
"15-97-35-81","1745-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"60-65-34-17","1746-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.03,1
"99-84-02-40","1764-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.09,3
"46-39-86-17","1765-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.31,1
"46-39-86-17","1765-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.74,1
"88-80-90-94","1766-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.5,4
"17-64-18-79","1768-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,"M1",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.45,3
"17-64-18-79","1768-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M2",1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.72,3
"17-64-18-79","1768-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,,1,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.01,3
"76-34-61-71","1779-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,3.19,2
"97-53-95-82","1780-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",23,"M1",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,2,,
"97-53-95-82","1780-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,4.91,2
"41-24-27-93","1781-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",25,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,2,,,39.6,2
"00-71-13-59","1782-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",5,1,5,,,,4.18,1
"70-69-92-64","1783-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",10,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,3,,,,28.9,1
"70-69-92-64","1783-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,3,,,,4.06,1
"94-30-16-27","1784-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M1",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"94-30-16-27","1784-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",5,1,5,,,,0.13,2
"31-80-34-98","1785-001-02",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",7,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,4.87,2
"31-80-34-98","1785-001-02",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,1.73,1
"11-59-35-06","1785-001-03",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,2,,,0.15,1
"11-59-35-06","1785-001-03",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.25,,2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,3,,
"36-49-19-37","1786-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,6,1
"36-49-19-37","1786-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,3.01,1
"36-49-19-37","1786-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",8,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,8.1,1
"61-05-13-10","1798-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.43,3
"61-05-13-10","1798-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M2",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"61-05-13-10","1798-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",3.5,"M3",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,2.95,3
"61-05-13-10","1798-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",8.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,7,3
"03-94-16-92","1799-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.25,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.83,5
"03-94-16-92","1799-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3.5,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,2.74,5
"03-94-16-92","1799-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2.75,"M3",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.97,5
"03-94-16-92","1799-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.13,5
"03-94-16-92","1799-001-01",5,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,2.09,4
"03-94-16-92","1799-001-01",6,"**CONFIDENTIAL**","**CONFIDENTIAL**",3.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,2.68,4
"96-34-88-55","1800-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,3,,,,2.77,3
"96-34-88-55","1800-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,3,,,,4.79,3
"96-34-88-55","1800-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,3,,,,0.99,3
"96-34-88-55","1800-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",3,1,3,,,,1.94,3
"55-36-84-45","1801-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",6,1,6,,,,0.85,4
"55-36-84-45","1801-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",6,1,6,,,,3.37,4
"55-36-84-45","1801-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M3",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",6,1,6,,,,1.72,4
"55-36-84-45","1801-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",1.5,"M4",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",6,1,6,,,,1.06,3
"42-29-89-48","1801-001-04",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,2.06,3
"76-08-90-56","1802-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.5,4
"76-08-90-56","1802-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",6,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,7.23,4
"76-08-90-56","1802-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M3",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,2,4
"76-08-90-56","1802-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",5,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,3.34,4
"76-08-90-56","1802-001-01",5,"**CONFIDENTIAL**","**CONFIDENTIAL**",1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.85,4
"20-12-62-77","1803-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,2.75,4
"20-12-62-77","1803-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",3,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,2.67,4
"20-12-62-77","1803-001-01",3,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M3",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"20-12-62-77","1803-001-01",4,"**CONFIDENTIAL**","**CONFIDENTIAL**",2.5,"M4",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,2.14,4
"11-69-14-70","1804-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.5,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,1,2,,,,0.07,3
"11-69-14-70","1804-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,,1,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"58-47-83-55","1805-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",2,"M1",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,1.89,3
"58-47-83-55","1805-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.25,"M2",2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.14,3
"59-79-79-57","1819-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",4,"M1",2,2,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,1,,
"59-79-79-57","1819-001-01",2,"**CONFIDENTIAL**","**CONFIDENTIAL**",,"M2",,,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",,,,,,,,,
"03-14-29-97","1820-001-01",1,"**CONFIDENTIAL**","**CONFIDENTIAL**",0.1,,2,1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",1,1,1,,,,0.09,1
