"interview__key","y5_hhid","cropid","ag7a_02","ag7a_03","ag7a_04","ag7a_05_1","ag7a_05_2","ag7a_06_1","ag7a_06_2","ag7a_07_1a","ag7a_07_1b","ag7a_07_2a","ag7a_07_2b","ag7a_08","ag7a_09","ag7a_10","ag7a_11","ag7a_12","ag7a_13","ag7a_14","ag7a_15","ag7a_16","ag7a_17","ag7a_18","ag7a_19","ag7a_20","ag7a_21"
"02-38-53-95","2103-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"02-38-53-95","2103-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,0,0
"02-38-53-95","2103-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"34-93-93-40","2105-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,155,0,0,0,0
"82-80-81-61","2105-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,1875,0,0,0,0
"82-80-81-61","2105-001-02",74,2,,,,,,,,,,,2,,,,,2,,,,43,0,0,0,0
"99-81-48-13","2106-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,455,0,0,0,0
"21-33-89-79","2107-001-01",69,1,100,110000,1,2,1,2,4,1,4,1,2,,,,,2,,,,25,0,0,0,0
"21-33-89-79","2107-001-01",72,1,140,12000,1,2,1,2,4,1,4,1,2,,,,,2,,,,280,0,0,0,0
"21-33-89-79","2107-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,260,0,0,0,0
"21-33-89-79","2107-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,108,0,0,0,0
"21-33-89-79","2107-001-01",79,1,110,10000,1,2,1,2,2,1,2,1,2,,,,,2,,,,0,0,0,0,0
"21-33-89-79","2107-001-01",80,1,720,210000,1,2,1,2,4,1,4,1,2,,,,,2,,,,0,0,0,0,0
"08-12-12-35","2108-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,250,0,0,50,0
"46-01-30-67","2109-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,370,0,0,30,0
"46-01-30-67","2109-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"89-05-97-18","2110-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,260,0,0,0,0
"89-05-97-18","2110-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"89-05-97-18","2110-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,8,0,0,0,0
"19-03-71-26","2121-001-01",71,1,300,30000,1,,1,,9,1,9,1,2,,,,,2,,,,700,0,0,200,0
"19-03-71-26","2121-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"19-03-71-26","2121-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,0,0
"72-87-81-32","2122-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,2680,0,0,180,0
"72-87-81-32","2122-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,130,0,0,10,0
"72-87-81-32","2122-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,110,0,0,0,0
"72-87-81-32","2122-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"62-47-33-37","2123-001-01",69,2,,,,,,,,,,,2,,,,,1,2,3,3000,20,0,0,0,0
"62-47-33-37","2123-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,320,0,0,0,0
"62-47-33-37","2123-001-01",74,2,,,,,,,,,,,2,,,,,1,2,8,10000,13,0,0,13,0
"62-47-33-37","2123-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,9,0,0,6,0
"46-20-06-25","2123-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"46-20-06-25","2123-001-02",72,2,,,,,,,,,,,2,,,,,2,,,,6,0,0,0,0
"46-20-06-25","2123-001-02",74,2,,,,,,,,,,,2,,,,,2,,,,4,0,0,0,0
"46-20-06-25","2123-001-02",75,2,,,,,,,,,,,2,,,,,2,,,,17,0,0,0,0
"37-05-92-60","2124-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,115,0,0,0,0
"37-05-92-60","2124-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"37-05-92-60","2124-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,0,0
"37-05-92-60","2124-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"85-54-66-36","2125-001-01",71,1,720,360000,1,,1,,16,1,16,1,2,,,,,2,,,,600,0,0,0,0
"85-54-66-36","2125-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,90,0
"35-74-58-19","2126-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,350,0,0,0,0
"35-74-58-19","2126-001-01",203,2,,,,,,,,,,,2,,,,,2,,,,5,0,0,0,0
"94-09-90-45","2127-001-01",71,1,1440,480000,1,2,1,2,16,1,16,1,2,,,,,2,,,,2160,0,0,0,0
"41-24-37-00","2128-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,75,0,0,0,0
"41-24-37-00","2128-001-01",71,1,160,53000,2,,2,,9,1,9,1,2,,,,,2,,,,1102,0,0,20,0
"96-25-27-68","2140-001-01",71,1,1200,384000,1,2,1,2,16,1,16,1,2,,,,,2,,,,2400,0,0,0,0
"96-25-27-68","2140-001-01",72,1,70,50000,1,2,1,2,16,1,16,1,2,,,,,2,,,,40,0,0,0,0
"96-25-27-68","2140-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"96-25-27-68","2140-001-01",79,2,,,,,,,,,,,2,,,,,2,,,,25,0,0,0,0
"60-98-83-84","2141-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,3,0,0,0,0
"60-98-83-84","2141-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,1200,0,0,0,0
"60-98-83-84","2141-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"60-98-83-84","2141-001-01",79,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"49-89-60-44","2142-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,160,0,0,0,0
"49-89-60-44","2142-001-01",72,1,140,7000,1,,1,,9,2,9,2,2,,,,,2,,,,2101,0,0,0,0
"49-89-60-44","2142-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,400,0
"49-89-60-44","2142-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,75,0,0,120,0
"49-89-60-44","2142-001-01",79,1,600,50000,1,,1,,9,3,9,3,2,,,,,2,,,,40,0,0,20,0
"49-89-60-44","2142-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,11,0,0,0,0
"49-89-60-44","2142-001-01",851,1,120,30000,1,,1,,9,3,9,3,2,,,,,2,,,,60,0,0,0,0
"47-33-48-34","2143-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,1680,0,0,0,0
"47-33-48-34","2143-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,0,0
"47-33-48-34","2143-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,130,0,0,20,0
"41-90-49-08","2143-001-02",69,2,,,,,,,,,,,2,,,,,2,,,,65,0,0,0,0
"41-90-49-08","2143-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,1050,0,0,30,0
"41-90-49-08","2143-001-02",72,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,20,0
"41-90-49-08","2143-001-02",73,2,,,,,,,,,,,2,,,,,2,,,,230,0,0,30,0
"41-90-49-08","2143-001-02",74,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,0,0
"93-04-22-65","2143-001-04",74,1,30,60000,1,2,1,2,2,2,2,2,2,,,,,2,,,,3,0,0,2,0
"42-74-37-60","2144-001-01",69,2,,,,,,,,,,,2,,,,,1,1,8,50000,16,0,0,0,0
"42-74-37-60","2144-001-01",71,1,40,15000,1,,1,,9,1,9,1,2,,,,,2,,,,190,0,0,0,0
"42-74-37-60","2144-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,30,0
"42-74-37-60","2144-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,160,0,0,80,0
"42-74-37-60","2144-001-01",79,1,120,40000,1,,1,,20,2,20,2,2,,,,,2,,,,200,0,0,40,0
"42-74-37-60","2144-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"51-55-51-26","2145-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,28,0,0,0,0
"51-55-51-26","2145-001-01",71,1,140,85000,1,,1,,9,2,9,2,2,,,,,2,,,,0,0,0,0,0
"51-55-51-26","2145-001-01",81,2,,,,,,,,,,,2,,,,,2,,,,13,0,0,0,0
"51-55-51-26","2145-001-01",851,2,,,,,,,,,,,2,,,,,2,,,,7,0,0,0,0
"88-95-93-56","2146-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"88-95-93-56","2146-001-01",71,1,1800,900000,1,,1,,16,1,16,1,2,,,,,2,,,,1200,0,0,0,0
"88-95-93-56","2146-001-01",72,1,400,80000,1,,1,,16,1,16,1,2,,,,,2,,,,220,0,0,0,0
"88-95-93-56","2146-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,80,0
"88-95-93-56","2146-001-01",76,1,200,30000,1,,1,,16,1,16,1,2,,,,,2,,,,80,0,0,40,0
"88-95-93-56","2146-001-01",79,1,600,72000,1,,1,,16,1,16,1,2,,,,,2,,,,100,0,0,60,0
"37-02-89-81","2146-001-03",71,1,840,420000,1,,1,,16,2,16,2,2,,,,,2,,,,1320,0,0,0,0
"37-02-89-81","2146-001-03",72,1,630,90000,1,,1,,16,2,16,1,2,,,,,2,,,,100,0,0,10,0
"37-02-89-81","2146-001-03",73,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,20,0
"37-02-89-81","2146-001-03",74,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,60,0
"98-78-94-13","2147-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,416,0,0,0,0
"98-78-94-13","2147-001-01",72,1,336,8000,1,2,1,2,9,1,9,1,2,,,,,2,,,,168,0,0,0,0
"98-78-94-13","2147-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,260,0,0,0,0
"98-78-94-13","2147-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"98-78-94-13","2147-001-01",79,1,66,6000,1,2,1,2,9,3,9,3,2,,,,,2,,,,22,0,0,0,0
"98-78-94-13","2147-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,11,0,0,0,0
"98-78-94-13","2147-001-01",851,2,,,,,,,,,,,2,,,,,2,,,,12,0,0,0,0
"98-78-94-13","2147-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,26,0,0,0,0
"82-49-19-23","2159-001-01",71,1,120,42000,1,,1,,9,2,9,2,2,,,,,2,,,,120,0,0,0,0
"82-49-19-23","2159-001-01",73,2,,,,,,,,,,,2,,,,,1,1,3,5000,35,0,0,0,0
"40-34-16-23","2159-001-04",71,1,420,120000,1,2,1,2,9,2,9,2,2,,,,,1,1,1,20000,280,0,0,0,0
"40-34-16-23","2159-001-04",74,2,,,,,,,,,,,2,,,,,2,,,,31620,0,0,0,0
"35-01-77-26","2161-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,720,0,0,0,0
"92-29-28-06","2162-001-01",71,1,140,40000,2,,2,,4,2,4,2,2,,,,,2,,,,112,0,0,0,0
"45-96-39-56","2164-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,0,0
"45-96-39-56","2164-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,0,0
"43-24-82-62","2165-001-01",71,1,1000,240000,1,,1,,9,1,9,1,2,,,,,2,,,,600,0,0,0,0
"43-24-82-62","2165-001-01",72,2,,,,,,,,,,,2,,,,,1,1,2,2000,57,0,0,0,0
"43-24-82-62","2165-001-01",76,2,,,,,,,,,,,2,,,,,2,,,,53,0,0,0,0
"79-35-82-23","2166-001-01",69,1,30,3000,1,,1,,2,1,2,1,2,,,,,2,,,,0,0,0,0,0
"79-35-82-23","2166-001-01",71,1,80,9000,1,,1,,2,1,2,1,2,,,,,2,,,,200,0,0,0,0
"79-35-82-23","2166-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,0,0
"79-35-82-23","2166-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"27-71-37-11","2178-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,450,0,0,0,0
"08-19-86-57","2179-001-01",71,1,140,60000,1,,1,,5,1,5,1,2,,,,,2,,,,420,0,0,0,0
"08-19-86-57","2179-001-01",72,2,,,,,,,,,,,2,,,,,1,1,3,10000,110,0,0,0,0
"14-48-48-94","2180-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,140,0,0,0,0
"82-21-30-39","2181-001-01",71,1,1000,200000,1,,1,,9,1,9,1,2,,,,,2,,,,3020,0,0,0,0
"97-20-56-67","2184-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,540,0,0,0,0
"01-60-89-94","2185-001-01",71,1,200,200000,1,,1,,9,3,9,3,2,,,,,2,,,,200,0,0,0,0
"01-60-89-94","2185-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"01-60-89-94","2185-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,42,0,0,0,0
"01-60-89-94","2185-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,33,0,0,0,0
"77-31-17-49","2199-001-03",74,2,,,,,,,,,,,2,,,,,2,,,,3,0,0,0,0
"97-95-25-48","2200-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,260,0,0,0,0
"97-95-25-48","2200-001-01",76,2,,,,,,,,,,,2,,,,,1,1,5,40000,130,0,0,0,0
"72-15-83-72","2203-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"72-15-83-72","2203-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"72-15-83-72","2203-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"56-10-08-70","2204-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"56-10-08-70","2204-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,0,0
"56-10-08-70","2204-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,0,0,0,0,0
"56-10-08-70","2204-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,0,0,0,0,0
"78-15-43-85","2216-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,450,0,0,0,0
"78-15-43-85","2216-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,0,0
"78-15-43-85","2216-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,18,0,0,0,0
"81-50-48-56","2217-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,2970,0,0,150,0
"81-50-48-56","2217-001-02",72,2,,,,,,,,,,,2,,,,,2,,,,72,0,0,8,0
"81-50-48-56","2217-001-02",79,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"81-50-48-56","2217-001-02",852,1,90,12000,2,,1,2,9,2,9,2,2,,,,,2,,,,2,0,0,3,0
"84-58-41-51","2218-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,0,0
"84-58-41-51","2218-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,225,0,0,0,0
"84-58-41-51","2218-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"55-19-95-16","2219-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,104,0,0,0,0
"91-90-18-92","2220-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,500,0,0,0,0
"91-90-18-92","2220-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"05-40-62-63","2221-001-01",69,1,300,70000,1,2,1,2,4,3,4,3,2,,,,,2,,,,120,0,0,100,0
"05-40-62-63","2221-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,1760,0,0,0,0
"05-40-62-63","2221-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"05-40-62-63","2221-001-01",76,1,200,16000,1,,1,,4,3,4,3,2,,,,,2,,,,50,0,0,50,0
"24-15-17-33","2222-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,1425,0,0,150,0
"24-15-17-33","2222-001-01",71,1,5250,750000,1,2,1,2,9,3,9,3,2,,,,,2,,,,46535,0,0,380,0
"24-15-17-33","2222-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,350,0,0,50,0
"24-15-17-33","2222-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,320,0,0,70,0
"24-15-17-33","2222-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,685,0,0,0,0
"24-15-17-33","2222-001-01",79,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"24-15-17-33","2222-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,35,0,0,0,0
"21-66-19-79","2235-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"21-66-19-79","2235-001-01",851,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"04-72-30-29","2236-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,30,0
"04-72-30-29","2236-001-01",71,1,1200,300000,1,,1,,16,1,0,,2,,,,,2,,,,1500,0,0,200,0
"04-72-30-29","2236-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,40,0
"00-11-58-55","2236-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,500,0,0,40,0
"00-11-58-55","2236-001-02",72,1,120,5000,1,,1,,16,1,0,,2,,,,,2,,,,50,0,0,10,0
"00-11-58-55","2236-001-02",73,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"70-46-23-36","2237-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,300,0,0,50,0
"70-46-23-36","2237-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"70-46-23-36","2237-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"70-46-23-36","2237-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,0,0
"70-46-23-36","2237-001-01",80,2,,,,,,,,,,,2,,,,,1,3,3,1000,30,0,0,0,0
"33-40-18-38","2238-001-01",69,1,150,20000,1,,1,,16,2,16,2,2,,,,,2,,,,35,0,0,15,0
"33-40-18-38","2238-001-01",71,1,2000,750000,1,,1,,16,1,16,1,2,,,,,2,,,,1080,0,0,5,500
"33-40-18-38","2238-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,30,0
"33-40-18-38","2238-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,45,0
"33-40-18-38","2238-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"33-40-18-38","2238-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,5,0
"00-38-57-23","2239-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"00-38-57-23","2239-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"33-71-74-27","2241-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,360,0,0,48,0
"33-71-74-27","2241-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,20,0
"33-71-74-27","2241-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,340,0,0,140,0
"33-71-74-27","2241-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,40,0
"33-71-74-27","2241-001-01",212,1,3,60,1,,1,,20,3,20,3,2,,,,,2,,,,0,0,0,0,0
"31-14-86-01","2242-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,340,0,0,0,0
"53-95-94-12","2254-001-01",71,1,1950,600000,1,2,1,2,16,4,16,4,2,,,,,2,,,,1900,0,2800,50,0
"74-70-00-93","2255-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,360,0,0,0,0
"74-70-00-93","2255-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,18000,0,0,0,0
"74-70-00-93","2255-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"74-70-00-93","2255-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"74-70-00-93","2255-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"74-70-00-93","2255-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"93-31-89-76","2256-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"93-31-89-76","2256-001-01",71,1,140,34000,1,2,1,2,16,1,16,1,2,,,,,2,,,,300,0,90,160,240
"93-31-89-76","2256-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"93-31-89-76","2256-001-01",73,2,,,,,,,,,,,2,,,,,1,1,2,2000,5,0,0,0,0
"93-31-89-76","2256-001-01",74,2,,,,,,,,,,,2,,,,,1,5,1,1000,10,0,0,0,0
"93-31-89-76","2256-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"93-31-89-76","2256-001-01",79,2,,,,,,,,,,,2,,,,,2,,,,4,0,0,0,0
"93-31-89-76","2256-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,2,0,0,0,0
"79-86-31-64","2256-001-03",71,2,,,,,,,,,,,2,,,,,2,,,,120,0,8,80,0
"30-93-95-65","2257-001-01",70,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"30-93-95-65","2257-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,3820,0,0,0,550
"30-93-95-65","2257-001-01",72,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"30-93-95-65","2257-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,130,0,0,0,0
"30-93-95-65","2257-001-01",75,2,,,,,,,,,,,2,,,,,2,,,,175,0,0,50,0
"80-56-51-76","2259-001-01",71,2,,,,,,,,,,,2,,,,,1,2,3,50000,6744,0,0,0,0
"16-88-52-77","2260-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,60,0
"61-97-17-87","2277-001-01",67,1,50,20000,1,,1,,4,1,0,,2,,,,,2,,,,20,0,20,10,0
"61-97-17-87","2277-001-01",71,1,50,97000,1,,1,,4,1,0,,2,,,,,2,,,,10,0,0,30,0
"61-97-17-87","2277-001-01",73,1,70,50000,1,,1,,4,1,0,,2,,,,,2,,,,10,0,0,20,0
"19-61-62-90","2277-001-03",71,2,,,,,,,,,,,2,,,,,2,,,,144,0,0,36,0
"41-81-85-62","2280-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,500,0,0,364,0
"14-58-18-61","2292-001-02",71,1,30,35000,2,,2,,9,1,9,1,2,,,,,2,,,,40,0,0,0,0
"79-64-91-55","2294-001-01",67,2,,,,,,,,,,,2,,,,,2,,,,810,0,0,990,0
"79-64-91-55","2294-001-01",71,1,300,300000,2,,2,,9,4,0,,2,,,,,2,,,,150,0,0,0,0
"83-01-75-41","2295-001-01",71,1,240,144000,1,,1,,2,1,2,1,2,,,,,2,,,,300,0,0,60,0
"80-85-79-46","2296-001-01",71,1,60,40000,1,2,1,2,9,1,0,,2,,,,,2,,,,48,0,0,12,0
"96-15-71-56","2311-001-01",69,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,150,0
"96-15-71-56","2311-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,50,0
"96-15-71-56","2311-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,1000,0,160,1000,0
"87-83-98-06","2349-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,50,0,40,60,0
"68-30-71-79","2350-001-03",71,1,200,200000,6,,6,,9,1,0,,2,,,,,2,,,,130,0,0,20,0
"14-98-81-49","2352-001-02",71,2,,,,,,,,,,,2,,,,,2,,,,36,0,0,0,0
"81-32-40-34","2352-001-07",71,1,50,65000,1,2,1,,4,1,4,1,2,,,,,2,,,,30,0,0,20,0
"87-03-73-53","2353-001-01",71,1,120,100000,1,,1,,9,1,0,,2,,,,,2,,,,130,0,0,0,0
"31-61-58-01","2353-001-03",71,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,10,0
"18-73-48-01","2353-001-04",71,1,48,48000,1,,1,,1,2,0,,2,,,,,2,,,,48,0,0,24,0
"46-05-43-17","2353-001-05",71,1,60,90000,1,,1,,9,4,9,4,2,,,,,2,,,,50,0,0,10,0
"00-22-08-83","2354-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,160,0,0,80,0
"19-93-05-37","2354-001-04",71,2,,,,,,,,,,,2,,,,,2,,,,48,0,0,0,0
"48-82-44-02","2355-001-01",71,1,450,210000,1,,1,,2,1,9,1,2,,,,,2,,,,225,0,0,75,0
"66-57-22-71","2356-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,144,0,0,0,0
"57-18-13-69","2360-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,96,0,0,48,0
"54-52-86-50","2371-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,400,0,0,200,0
"54-52-86-50","2371-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,75,0,0,75,0
"54-52-86-50","2371-001-01",852,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,50,0
"19-42-65-67","2372-001-01",71,1,225,200000,1,2,1,2,9,1,0,,2,,,,,2,,,,75,0,0,75,0
"77-70-58-35","2389-001-02",74,1,20,30000,2,,2,,2,1,2,1,2,,,,,2,,,,2,0,0,3,0
"95-47-09-33","2394-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,20,0
"04-08-20-27","2428-001-01",67,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,80,0
"04-08-20-27","2428-001-01",71,1,720,420000,1,2,1,2,9,1,0,,2,,,,,2,,,,204,0,0,156,0
"24-59-87-47","2430-001-01",71,1,200,150000,1,,1,,9,1,0,,2,,,,,2,,,,70,0,0,30,0
"17-25-01-08","2431-001-01",71,1,96,64000,1,,1,,3,1,0,,2,,,,,2,,,,60,0,0,60,0
"17-25-01-08","2431-001-01",72,2,,,,,,,,,,,2,,,,,1,1,4,20000,160,0,0,100,0
"81-05-05-17","2432-001-01",71,1,500,60000,1,,1,,4,5,10,5,2,,,,,2,,,,200,0,0,20,0
"82-12-05-75","2435-001-01",71,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,5,0
"82-12-05-75","2435-001-01",75,1,250,250000,1,,1,,9,5,0,,2,,,,,2,,,,10,0,0,40,0
"47-13-32-57","2464-001-03",71,2,,,,,,,,,,,2,,,,,2,,,,525,0,0,0,0
"47-13-32-57","2464-001-03",73,2,,,,,,,,,,,2,,,,,2,,,,320,0,0,0,0
"89-90-41-69","2469-001-01",71,1,80,30000,1,,2,,2,1,2,1,2,,,,,2,,,,420,0,0,0,0
"47-82-17-41","2488-001-01",73,2,,,,,,,,,,,2,,,,,2,,,,1,0,0,2,0
"89-74-27-61","2527-001-01",74,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"89-74-27-61","2527-001-01",80,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"89-74-27-61","2527-001-01",851,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,0,0
"89-74-27-61","2527-001-01",998,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"59-63-78-89","2527-001-07",71,1,300,60000,1,2,1,2,4,1,4,1,2,,,,,2,,,,200,0,0,0,0
"59-63-78-89","2527-001-07",72,1,35,13000,2,,1,2,4,1,4,1,2,,,,,2,,,,20,0,0,0,0
