"interview__key","y5_hhid","plot_id","cropid","ag4b_01","ag4b_02","ag4b_03","ag4b_04","ag4b_05","ag4b_06","ag4b_08","ag4b_10_1","ag4b_10_2","ag4b_10a_1","ag4b_10a_2","ag4b_10b","ag4b_10c_1","ag4b_10c_2","ag4b_12","ag4b_13_1","ag4b_13_2","ag4b_17","ag4b_18","ag4b_19","ag4b_20","ag4b_21","ag4b_22","ag4b_23","ag4b_24_1","ag4b_24_2","ag4b_25","ag4b_26","ag4b_27","ag4b_28","ag4b_29","ag4b_30_1","ag4b_30_2"
"78-86-78-61","5886-001-01",1,11,1,,,1,3,"ASILI",2,18,1,18,1,2,0,,,,,2,,1,,3,2,,2,2,1,,,540,216000,1,
"78-86-78-61","5886-001-01",1,33,1,,,1,3,"ASILI",2,3,1,3,1,2,0,,,,,2,,1,,3,2,,2,2,1,,,20,20000,1,
"78-86-78-61","5886-001-01",1,43,1,,,1,3,"ASILI",2,18,1,18,1,2,0,,,,,2,,1,,3,2,,2,2,1,,,240,210000,1,
"78-86-78-61","5886-001-01",3,11,1,,,2,,"ASILI",2,15,1,15,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,540,180000,1,
"23-97-33-54","5886-001-02",1,11,2,3,1,2,,"ASILI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,3,3,1,,,540,180000,1,
"23-97-33-54","5886-001-02",1,31,2,3,1,1,2,"ASILI",2,3,1,3,1,2,0,,,,,2,,1,,1,2,,3,3,1,,,60,60000,1,
"23-97-33-54","5886-001-02",2,11,2,3,1,1,2,"ASILI",2,9,1,9,1,2,0,,,,,2,,1,,1,2,,3,3,1,,,324,108000,1,
"23-97-33-54","5886-001-02",2,31,2,3,1,1,3,"ASILI",2,3,1,3,1,2,0,,,,,2,,1,,1,1,2,3,3,1,,,40,40000,1,
"75-03-15-46","5887-001-01",1,11,2,2,2,2,,"SEEDCO",1,2,1,0,,,2,1,12000,16,3,2,,1,,2,2,,2,2,1,,,440,105000,1,
"79-80-98-58","5890-001-01",1,11,2,2,1,2,,"KIENYEJI",2,20,1,20,1,2,0,,,,,2,,1,,3,2,,3,3,1,,,480,120000,2,
"79-80-98-58","5890-001-01",1,31,2,2,1,2,,"KIENYEJI",2,3,1,0,,,3,1,7500,4,1,1,6,1,,3,1,2,2,2,1,,,20,40000,2,
"79-80-98-58","5890-001-01",2,11,2,2,1,2,,"KIENYEJI",2,20,1,20,1,2,0,,,,,1,6,1,,3,1,2,2,2,1,,,240,72000,2,
"79-80-98-58","5890-001-01",2,31,2,1,1,2,,"KIENYEJI",2,3,1,0,,,3,1,7500,4,1,1,6,1,,3,1,2,3,3,1,,,20,40000,2,
"95-27-24-01","5890-001-04",1,11,1,,,2,,"ASILI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,3,3,1,,,435,144000,1,
"72-79-15-24","5927-001-01",2,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,2,1,2,1,2,0,,,,,1,3,1,,0.1,1,4,4,4,1,,,20,7000,1,
"72-79-15-24","5927-001-01",2,22,1,,,1,2,"MBEGU YA ASILI YA VIAZI VITAMU",2,30,1,30,1,2,0,,,,,1,3,1,,0.1,1,4,4,4,1,,,20,5000,1,2
"57-81-79-87","5929-001-02",3,11,1,,,2,,"MBEGU YA ASILI YA MAHINDI",2,10,1,10,1,2,0,,,,,1,3,1,,1,1,4,3,3,1,,,220,68000,1,2
"47-03-39-28","5930-001-01",1,11,1,,,1,2,"MERU",1,0.75,1,0,,,0.7,1,10000,9,2,2,,1,,0.25,2,,2,2,1,,,480,168000,1,2
"63-22-91-28","5940-001-01",2,11,2,1,1,1,2,"SEEDCO",3,12,1,12,1,3,0,,,,,2,,1,,1.5,2,,2,2,1,,,480,120000,1,2
"63-22-91-28","5940-001-01",2,31,2,1,1,1,2,"NJANO",2,5,1,5,1,2,0,,,,,2,,1,,1.5,2,,1,2,1,,,40,30000,1,2
"99-00-64-74","5941-001-01",1,11,2,3,4,1,2,"KIENYEJI",2,10,1,10,1,2,0,,,,,1,3,1,,2,2,,3,3,1,,,280,70000,1,
"99-00-64-74","5941-001-01",1,31,2,3,4,1,2,"NYEUPE",2,5,1,5,1,2,0,,,,,2,,1,,2,2,,3,3,1,,,80,120000,1,
"99-00-64-74","5941-001-01",1,43,2,3,4,1,2,"NYEKUNDU",2,5,1,5,1,2,0,,,,,2,,1,,2,2,,3,3,1,,,40,60000,1,
"73-55-94-91","5941-001-04",1,11,1,,,1,2,"KIENYEJI",2,4,1,4,1,2,0,,,,,1,3,1,,0.5,2,,3,3,1,,,180,45000,1,
"73-55-94-91","5941-001-04",1,31,1,,,1,2,"KIENYEJI",2,3,1,3,1,2,0,,,,,2,,1,,0.5,2,,3,3,1,,,40,40000,1,
"96-92-79-06","5941-001-05",2,11,1,,,2,,"MBEGU YA ASILI YA MAHINDI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,4,4,1,,,960,50000,1,
"76-51-31-46","5941-001-06",2,11,1,,,2,,"KIENYEJI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,3,3,1,,,600,150000,1,
"44-44-29-87","5943-001-01",1,11,1,,,1,2,"SEEDCO",3,5,1,5,1,3,0,,,,,1,1,1,,1,2,,2,2,1,,,420,210000,1,
"44-44-29-87","5943-001-01",1,22,2,1,4,1,1,"WIFI WIZE",2,6,5,0,,,0,,,,,2,,1,,0.25,2,,3,3,1,,,360,90000,1,2
"44-44-29-87","5943-001-01",1,31,1,,,1,2,"NJANO",2,4,1,4,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,50,45000,1,2
"22-41-43-44","5945-001-01",2,11,1,,,2,,"MBEGU YA ASILI YA MAHINDI",2,15,1,15,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,720,30000,1,2
"22-41-43-44","5945-001-01",3,11,2,3,3,1,2,"MBEGU YA ASILI YA MAHINDI",2,20,1,20,1,2,0,,,,,2,,1,,2,2,,2,2,1,,,960,30000,1,2
"79-34-82-76","5946-001-01",1,11,2,1,1,2,,"KIENYEJI",2,40,1,40,1,2,0,,,,,1,2,1,,3,2,,2,3,1,,,840,210000,1,
"79-34-82-76","5946-001-01",2,11,2,1,1,2,,"KIENYEJI",2,20,1,20,1,2,0,,,,,2,,1,,6,2,,3,3,1,,,360,90000,1,
"71-24-70-23","5946-001-03",1,11,2,2,1,2,,"PUNDAMILIA",3,10,1,10,1,3,0,,,,,1,3,1,,1,2,,3,3,1,,,480,120000,1,
"71-24-70-23","5946-001-03",1,50,2,2,1,2,,"KIENYEJI",2,4,1,0,,,4,1,15000,6,1,2,,2,4,,,,,,,,,,,,
"99-99-38-58","5947-001-01",2,11,1,,,1,2,"MBEGU BORA",1,4,1,0,,,4,1,24000,16,1,2,,1,,1,2,,3,3,1,,,216,30000,1,
"71-84-74-89","5949-001-01",5,11,1,,,1,2,"MBEGU ZA KIENYEJI",2,8,1,8,1,2,0,,,,,2,,1,,1,2,,3,3,1,,,324,35000,1,2
"47-51-56-85","6075-001-01",1,11,1,,,1,2,"SEED CO",1,10,1,0,,,10,1,10000,4,2,2,,1,,2,2,,2,2,1,,,300,90000,1,2
"47-51-56-85","6075-001-01",1,31,1,,,1,2,"MAHARAGE YA NJANO",2,35,1,35,1,2,0,,,,,2,,1,,2,2,,12,1,1,,,150,180000,1,2
"03-51-56-44","6076-001-01",1,11,1,,,1,2,"SIDCO MBEGU KUBWA",3,4,1,4,1,3,0,,,,,2,,1,,1.5,2,,2,3,1,,,240,60000,1,2
"03-51-56-44","6076-001-01",1,31,2,2,4,1,2,"ASILI",2,30,1,0,,,30,1,40000,2,1,2,,1,,0.5,2,,12,1,1,,,120,260000,1,2
"03-51-56-44","6076-001-01",1,43,2,2,1,1,2,"ASILI",2,10,1,0,,,10,1,20000,2,1,2,,1,,0.25,1,1,4,5,1,,,30,30000,1,2
"04-11-05-77","6077-001-01",1,11,1,,,1,2,"SEEDCO",3,20,1,20,1,3,0,,,,,2,,1,,2,2,,1,1,1,,,720,200000,1,2
"04-11-05-77","6077-001-01",1,31,1,,,1,2,"CHIGOMOKILE",2,30,1,30,1,2,0,,,,,2,,1,,2,2,,1,1,1,,,160,160000,1,2
"90-51-97-20","6078-001-01",1,31,2,2,1,1,2,"SOYA (KIGOMOKILE)",1,15,1,15,1,1,0,,,,,1,6,1,,0.25,1,1,2,2,1,,,60,60000,1,2
"69-83-52-17","6081-001-01",2,11,1,,,1,2,"SEEDCO",3,5,1,5,1,3,0,,,,,2,,1,,1,2,,3,2,1,,,400,120000,1,
"69-83-52-17","6081-001-01",2,31,1,,,1,2,"MAHARAGE MEUPE",2,4,1,4,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,400,400000,1,
"98-41-89-29","6092-001-01",1,11,1,,,1,2,"SEEDCO",3,1,1,1,1,3,0,,,,,2,,1,,1,2,,1,1,1,,,36,16000,1,
"98-41-89-29","6092-001-01",1,31,1,,,1,2,"ROSEKOKO",2,1.5,1,1.5,1,3,0,,,,,1,6,1,,1,2,,1,1,1,,,40,40000,1,
"58-61-73-62","6094-001-01",1,11,1,,,1,2,"SEEDCO",3,1.5,4,1.5,1,3,0,,,,,2,,1,,0.5,2,,2,2,1,,,25,15000,1,
"58-61-73-62","6094-001-01",1,31,1,,,1,2,"MAHARAGE MEKUNDU",2,1.5,1,0,,,1.5,1,3000,9,1,2,,1,,0.5,2,,2,2,1,,,10,16000,1,
"54-05-19-51","6094-001-02",1,11,1,,,1,2,"SEEDCO",3,0.5,1,0,,,0.5,1,1000,8,1,2,,1,,0.5,2,,1,1,1,,,80,48000,1,2
"54-05-19-51","6094-001-02",1,31,1,,,1,2,"MAHARAGE MEKUNDU",2,1,1,0,,,1,1,2000,9,1,2,,1,,0.5,2,,12,12,1,,,20,40000,1,2
"67-38-97-81","6096-001-01",1,11,2,1,1,1,2,"ASILI",2,3,1,3,1,2,0,,,,,2,,1,,0.5,2,,11,12,1,,,120,30000,5,
"67-38-97-81","6096-001-01",1,22,2,1,1,2,,"ASILI",2,60,1,60,1,2,0,,,,,2,,1,,0.25,2,,2,0,2,45,50,60,10000,5,
"67-38-97-81","6096-001-01",1,31,2,1,1,1,2,"ASILI",2,5,1,1,1,2,4,1,8000,4,1,2,,1,,0.5,2,,11,1,1,,,60,30000,5,
"82-38-88-87","6099-001-01",1,11,2,2,1,1,2,"MAHINDI",1,2,1,0,,,2,1,1400,16,1,1,1,1,,1,2,,3,2,1,,,80,20000,1,2
"82-38-88-87","6099-001-01",1,31,2,1,1,1,2,"MAHARAGE",2,5,1,5,1,2,0,,,,,1,3,1,,0.5,1,4,2,2,1,,,15,15000,1,2
"11-28-10-27","6111-001-02",1,11,2,3,8,1,2,"SEEDCO",3,2,1,2,1,3,0,,,,,2,,1,,0.75,2,,2,2,1,,,20,8000,2,
"11-28-10-27","6111-001-02",1,31,2,3,4,1,2,"MEKUNDU",2,20,1,20,1,2,0,,,,,2,,1,,0.75,2,,2,2,1,,,75,45000,2,
"37-68-62-19","6113-001-01",2,11,1,,,1,2,"ASILI",2,2,1,2,1,2,0,,,,,2,,1,,0.5,2,,2,2,1,,,162,54000,2,
"37-68-62-19","6113-001-01",2,31,1,,,1,2,"ASILI",2,1.5,1,1.5,1,2,0,,,,,2,,1,,0.5,2,,2,2,1,,,27,40500,2,
"54-19-44-17","6114-001-01",1,31,1,,,1,2,"MBEGU ZA KIENYEJI",2,5,1,5,1,2,0,,,,,1,3,1,,0.37,2,,3,3,1,,,120,25000,1,2
"59-91-92-12","6116-001-01",1,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,4,1,4,1,2,0,,,,,1,3,1,,0.6,1,4,2,2,1,,,20,20000,1,
"59-91-92-12","6116-001-01",1,31,1,,,1,2,"MBEGU YA ASILI YA MAHARAGE",2,30,1,30,1,2,0,,,,,1,3,1,,0.5,1,4,2,2,1,,,35,50000,1,
"59-91-92-12","6116-001-01",2,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,20,1,20,1,2,0,,,,,2,,1,,0.5,1,4,2,2,1,,,60,18000,1,
"59-91-92-12","6116-001-01",2,31,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,40,1,40,1,2,0,,,,,2,,2,3,,,,,,,,,,,,
"93-28-31-46","6117-001-01",2,11,1,,,1,2,"KIENYEJI",2,2,1,0,,,2,1,1000,4,1,2,,1,,0.2,2,,12,12,1,,,80,24000,1,2
"93-28-31-46","6117-001-01",2,31,1,,,1,2,"KIENYEJI",2,3,1,3,1,2,0,,,,,2,,1,,0.2,2,,1,1,1,,,30,22500,1,2
"57-19-84-55","6118-001-01",1,11,1,,,1,2,"ASILI",2,3,1,3,1,2,0,,,,,2,,1,,0.87,2,,2,1,1,,,72,24000,1,
"57-19-84-55","6118-001-01",1,31,1,,,1,2,"ASILI",2,3,1,3,1,2,0,,,,,2,,1,,0.87,1,2,2,2,1,,,20,30000,1,
"57-19-84-55","6118-001-01",2,11,1,,,2,,"ASILI",2,3,1,3,1,2,0,,,,,2,,1,,0.3,2,,2,2,1,,,108,36000,1,
"62-45-14-04","6130-001-01",2,11,1,,,1,2,"MBEGU BORA YA MAHINDI (TUMBILI)",1,25,1,0,,,8,1,24000,4,1,2,,1,,1,2,,3,3,1,,,600,210000,1,
"43-13-81-13","6131-001-01",3,11,1,,,2,,"KIENYEJI",2,108,1,108,1,2,0,,,,,2,,1,,10,2,,3,3,1,,,6720,1680000,1,
"27-72-81-60","6133-001-01",2,11,1,,,2,,"KIENYEJI",2,8,1,8,1,2,0,,,,,2,,1,,0.5,2,,2,3,1,,,324,90000,1,2
"78-07-69-38","6137-001-01",1,13,1,,,2,,"MTAMA",2,20,1,0,,,20,1,9000,16,2,2,,1,,5,2,,1,1,1,,,360,180000,1,2
"78-07-69-38","6137-001-01",2,11,1,,,2,,"MBEGU ZILIZOBORESHWA NA KUTUMIKA TENA",1,4,2,4,2,1,0,,,,,2,,1,,10,2,,2,3,1,,,1000,300000,1,2
"65-97-14-24","6149-001-03",3,11,1,,,1,1,"NYANDI",2,5,1,5,1,2,0,,,,,2,,1,,1.5,2,,2,2,1,,,240,72000,4,5
"65-97-14-24","6149-001-03",3,31,1,,,1,1,"SHONA",2,8,1,8,1,2,0,,,,,2,,1,,1.5,2,,12,1,1,,,120,72000,4,5
"88-99-03-54","6151-001-01",1,11,1,,,1,2,"KIENYEJI",2,2,1,2,1,2,0,,,,,2,,1,,1,2,,12,12,1,,,80,40000,1,
"88-99-03-54","6151-001-01",1,31,1,,,1,2,"KIENYEJI",2,3,1,3,1,2,0,,,,,2,,1,,1,2,,12,12,1,,,60,45000,1,
"52-66-48-20","6153-001-01",1,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,1,1,1,1,2,0,,,,,2,,1,,0.5,1,4,2,2,1,,,80,60000,1,2
"52-66-48-20","6153-001-01",1,31,1,,,1,2,"MBEGU YA ASILI YA MAHARAGE",2,1,1,1,1,2,0,,,,,2,,1,,0.5,1,4,3,3,1,,,45,90000,1,2
"52-66-48-20","6153-001-01",2,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,1,1,1,1,2,0,,,,,1,3,1,,0.01,1,4,2,2,1,,,80,60000,1,2
"52-66-48-20","6153-001-01",2,31,2,2,1,2,,"MBEGU YA ASILI YA MAHARAGE",2,1,1,1,1,2,0,,,,,2,,1,,0.01,2,,3,3,1,,,40,80000,1,2
"52-66-48-20","6153-001-01",3,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,1,1,1,1,2,0,,,,,1,3,1,,0.3,1,4,2,3,1,,,80,60000,1,2
"52-66-48-20","6153-001-01",3,31,2,2,1,1,2,"MBEGU YA ASILI YA MAHARAGE",2,1,1,1,1,2,0,,,,,2,,1,,0.1,2,,3,3,1,,,80,160000,1,2
"52-66-48-20","6153-001-01",4,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,1,1,1,1,2,0,,,,,2,,1,,0.8,2,,2,2,1,,,100,35000,1,2
"52-66-48-20","6153-001-01",4,31,1,,,1,2,"MBEGU YA ASILI YA MAHARAGE",2,1,1,1,1,2,0,,,,,2,,1,,0.8,2,,3,3,1,,,80,160000,1,2
"00-62-14-06","6154-001-01",1,31,1,,,1,3,"ASILI",2,2,1,0,,,2,1,3000,4,1,2,,1,,0.07,2,,2,2,1,,,15,22500,1,2
"00-62-14-06","6154-001-01",2,31,1,,,1,3,"ASILI",2,2,1,0,,,2,1,3000,4,1,2,,1,,0.07,2,,2,2,1,,,8,12000,1,2
"21-27-12-89","6155-001-01",1,31,1,,,1,2,"MAHARAGE YA NJANO",2,18,1,18,1,2,0,,,,,2,,1,,0.49,2,,3,4,1,,,72,160000,1,
"76-95-55-86","6156-001-01",1,11,1,,,1,2,"SEEDCO",3,2,1,0,,,0,,,,,2,,2,4,,,,,,,,,,,,
"76-95-55-86","6156-001-01",1,31,1,,,1,2,"WIFI NYEGERA",2,5,1,0,,,0,,,,,2,,1,,0.5,2,,12,12,1,,,80,100000,1,2
"76-95-55-86","6156-001-01",2,31,1,,,1,2,"WIFI NYEGERA",2,5,1,0,,,0,,,,,2,,1,,0.3,2,,12,12,1,,,20,25000,1,2
"12-92-21-92","6171-001-01",1,11,1,,,1,2,"SEEDCO",3,8,1,0,,,8,1,8000,2,1,2,,1,,0.5,2,,4,4,1,,,360,72000,1,
"12-92-21-92","6171-001-01",1,31,1,,,1,2,"NJANO",2,20,1,20,1,2,0,,,,,2,,1,,0.5,2,,1,1,1,,,80,112000,1,
"51-60-23-27","6171-001-03",1,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,5,1,5,1,2,0,,,,,2,,1,,0.5,2,,3,3,1,,,180,35000,1,
"51-60-23-27","6171-001-03",1,31,1,,,1,2,"MBEGU YA ASILI YA MAHARAGE",2,3,1,0,,,3,1,6000,4,1,2,,1,,0.5,2,,3,3,1,,,20,40000,1,
"51-60-23-27","6171-001-03",1,43,2,2,1,1,2,"MBEGU YA ASILI YA KARANGA",2,4,1,0,,,4,1,10000,4,1,1,6,1,,0.2,1,2,4,4,1,,,10,6000,1,
"35-50-92-43","6173-001-01",2,11,1,,,2,,"SEED. CO",3,3,1,0,,,3,1,3000,4,1,2,,1,,0.5,1,1,3,3,1,,,120,30000,1,2
"47-39-58-57","6175-001-01",1,11,1,,,1,3,"ASILI",2,2,1,0,,,2,1,2000,4,1,2,,1,,0.29,2,,2,2,1,,,36,12000,2,
"47-39-58-57","6175-001-01",1,31,1,,,1,3,"ASILI",2,2,1,0,,,2,1,2000,4,1,2,,1,,0.29,2,,2,2,1,,,30,30000,2,
"31-00-34-19","6187-001-01",1,31,2,1,4,2,,"KIENYEJI",2,20,1,20,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,240,120000,1,2
"31-00-34-19","6187-001-01",2,11,1,,,1,2,"KIENYEJI",2,30,1,0,,,0,,,,,2,,1,,3,1,2,3,3,1,,,240,60000,1,2
"31-00-34-19","6187-001-01",2,31,1,,,1,2,"KIENYEJI",2,120,1,120,1,2,0,,,,,2,,1,,3,1,2,2,2,1,,,480,240000,1,2
"01-26-99-77","6188-001-01",1,11,1,,,1,2,"ASILI",2,10,1,10,1,2,0,,,,,2,,1,,2,2,,2,2,1,,,90,90000,1,
"01-26-99-77","6188-001-01",1,31,1,,,1,2,"ASILI",2,10,1,10,1,2,0,,,,,2,,1,,2,2,,2,2,1,,,400,200000,1,
"51-98-37-19","6188-001-05",1,11,1,,,2,,"ASILI",2,3,1,3,1,2,0,,,,,2,,1,,0.4,2,,3,3,1,,,120,36000,1,
"51-98-37-19","6188-001-05",3,11,1,,,2,,"ASILI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,3,3,1,,,432,144000,1,
"61-54-05-56","6193-001-01",1,11,2,1,2,1,2,"SEEDCO",3,8,1,0,,,8,1,5600,6,2,2,,1,,1,2,,2,3,1,,,100,24000,1,2
"61-54-05-56","6193-001-01",1,31,2,1,6,1,2,"MCHANGANYIKO",2,20,1,0,,,20,1,10000,4,2,2,,1,,1,2,,2,2,1,,,120,45000,1,2
"79-89-89-37","6194-001-01",1,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,3,4,3,4,2,0,,,,,1,3,1,,0.5,2,,2,1,1,,,1000,750000,1,
"79-89-89-37","6194-001-01",3,11,1,,,2,,"MBEGU YA ASILI YA MAHINDI",2,7,1,7,1,2,0,,,,,1,3,1,,0.5,1,4,2,3,1,,,120,35000,1,
"79-89-89-37","6194-001-01",4,11,1,,,1,2,"MBEGU YA ASILI YA MAHINDI",2,9,1,9,1,2,0,,,,,2,,1,,0.5,2,,3,3,1,,,100,30000,1,
"79-89-89-37","6194-001-01",4,31,1,,,1,2,"MBEGU YA ASILI YA MAHARAGE",2,25,1,25,1,2,0,,,,,2,,1,,0.5,2,,3,3,1,,,100,45000,1,
"54-09-11-75","6208-001-01",1,11,2,3,1,1,2,"MBEGU YA ASILI YA MAHINDI",2,10,1,10,1,2,0,,,,,2,,1,,4,2,,2,2,1,,,1500,750000,1,
"54-09-11-75","6208-001-01",1,43,1,,,1,2,"MBEGU YA ASILI YA KARANGA",2,30,1,30,1,2,0,,,,,2,,1,,4,2,,3,3,1,,,600,480000,1,
"54-09-11-75","6208-001-01",1,87,2,1,1,1,2,"MBEGU BORA YA NYANYA",1,1,1,0,,,1,1,10000,16,1,2,,1,,1,2,,3,3,1,,,2700,1200000,1,
"99-49-58-42","6210-001-01",1,11,1,,,1,2,"SEEDCO",3,3,1,3,1,3,0,,,,,2,,1,,1,2,,2,2,1,,,80,24000,1,
"99-49-58-42","6210-001-01",1,31,1,,,1,2,"MAHARAGE MEKUNDU",3,4,1,0,,,4,1,4000,4,1,2,,1,,1,2,,3,3,1,,,60,90000,1,
"12-12-01-70","6211-001-01",2,31,1,,,2,,"ASILI",2,6,1,6,1,2,0,,,,,2,,1,,0.3,2,,2,2,1,,,65,32500,1,
"34-04-89-69","6212-001-02",1,31,2,2,8,2,,"ASILI",2,3,1,3,1,2,0,,,,,2,,1,,0.5,2,,2,2,1,,,60,30000,2,
"33-59-62-20","6213-001-01",2,11,1,,,1,2,"SEEDCO",3,8,1,8,1,3,0,,,,,2,,1,,1,2,,6,6,1,,,300,90000,2,3
"33-59-62-20","6213-001-01",2,31,1,,,1,2,"MCHANGANYIKO",2,30,1,30,1,2,0,,,,,2,,1,,1,2,,1,2,1,,,200,100000,2,3
"95-07-03-49","6227-001-01",2,11,1,,,1,2,"SEEDCO",3,10,1,10,1,3,0,,,,,2,,1,,2,2,,2,3,1,,,324,126000,1,2
"95-07-03-49","6227-001-01",2,31,1,,,1,2,"ROSEKOKO",2,20,1,20,1,2,0,,,,,2,,1,,2,2,,1,1,1,,,300,300000,1,2
"56-36-73-36","6228-001-01",1,11,1,,,1,2,"STUKA",3,1,1,1,1,3,0,,,,,2,,1,,0.5,2,,3,3,1,,,60,36000,2,
"56-36-73-36","6228-001-01",1,25,1,,,1,2,"MAGIMBI MEUPE",2,10,1,10,1,2,0,,,,,2,,1,,0.5,2,,3,1,1,,,60,45000,1,2
"56-36-73-36","6228-001-01",1,31,1,,,1,2,"MANJANO",2,0.5,3,0,,,0.5,3,1200,5,3,2,,1,,0.5,2,,2,2,1,,,20,40000,1,2
"31-43-47-48","6232-001-02",2,11,2,2,1,1,2,"SEED CO.",1,2,1,0,,,2,1,8000,16,1,2,,1,,1,2,,3,3,1,,,100,150000,2,4
"31-43-47-48","6232-001-02",2,31,1,,,1,2,"MAHARAGE YA NJANO",1,5,1,0,,,5,1,7500,16,1,1,3,1,,2,2,,3,3,1,,,350,600000,2,4
"42-99-08-38","6244-001-01",1,11,1,,,1,2,"NYANDE",2,2,1,2,1,2,0,,,,,2,,1,,2,2,,1,1,1,,,324,90000,1,2
"42-99-08-38","6244-001-01",1,31,1,,,1,2,"MWACHE ASOME",2,20,1,20,1,2,0,,,,,1,6,1,,2,2,,1,1,1,,,100,50000,1,2
"42-99-08-38","6244-001-01",3,11,1,,,1,2,"KIENYEJI",2,4,1,4,1,2,0,,,,,2,,1,,1,2,,1,1,1,,,252,70000,1,2
"42-99-08-38","6244-001-01",3,31,1,,,1,2,"MWACHE ASOME",2,30,1,30,1,2,0,,,,,2,,1,,1,2,,12,1,1,,,120,60000,1,2
"05-51-75-15","6245-001-01",1,25,1,,,1,2,"MBEGU YA KIENYEJI",2,0,,0,,,0,,,,,2,,1,,0.25,2,,12,0,2,93,70,20,3000,1,2
"05-51-75-15","6245-001-01",1,27,2,1,1,1,2,"MBEGU YA KIENYEJI",2,1,1,0,,,1500,1,1500,4,1,2,,2,2,,,,,,,,,,,,
"05-51-75-15","6245-001-01",1,31,1,,,1,2,"ROSE KUKU",1,10,1,10,1,1,0,,,,,2,,1,,1,2,,1,3,1,,,140,360000,1,2
"05-51-75-15","6245-001-01",2,25,2,1,1,1,2,"MBEGU YA KIENYEJI",2,0,,0,,,0,,,,,2,,2,2,,,,,,,,,,,,
"05-51-75-15","6245-001-01",2,31,2,1,1,1,2,"ROSE KUKU",1,40,1,40,1,1,0,,,,,2,,1,,0.25,2,,2,2,1,,,200,200000,1,2
"09-68-04-75","6246-001-01",1,11,1,,,1,2,"MAHINDI",2,10,1,10,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,300,90000,1,
"09-68-04-75","6246-001-01",1,31,1,,,1,2,"MAHARAGE",2,60,1,0,,,60,1,60000,4,1,2,,1,,1,2,,2,2,1,,,400,400000,1,
"66-91-47-61","6247-001-01",1,11,2,3,1,1,2,"ASILI",2,5,1,5,1,2,0,,,,,2,,1,,1,2,,2,2,1,,,200,60000,1,2
"66-91-47-61","6247-001-01",1,31,2,3,1,1,2,"ASILI",2,20,1,20,1,2,0,,,,,2,,1,,1,2,,12,1,1,,,180,90000,1,2
"66-91-47-61","6247-001-01",1,43,2,1,1,2,,"ASILI",2,1,1,0,,,1,1,2000,5,2,2,,1,,0.25,2,,2,2,1,,,5,10000,1,2
"61-92-53-50","6248-001-01",1,31,2,2,1,2,,"KIENYEJI",2,20,1,20,1,2,0,,,,,1,2,1,,1,2,,5,6,1,,,120,90000,1,2
"79-54-29-98","6250-001-01",1,11,2,2,1,1,2,"MAHINDI",2,2,1,2,1,2,0,,,,,2,,1,,0.1,1,2,12,12,1,,,100,30000,1,
"79-54-29-98","6250-001-01",1,25,2,1,1,1,2,"MAGIMBI",2,30,5,30,5,2,0,,,,,2,,1,,0.1,2,,10,12,1,,,25,15000,1,
"79-54-29-98","6250-001-01",1,31,2,2,1,1,2,"MAHARAGE",2,20,1,20,1,2,0,,,,,2,,1,,0.2,1,2,12,12,1,,,200,100000,1,
"83-23-74-00","6251-001-02",1,43,1,,,2,,"ASILI",2,250,1,0,,,250,1,450000,4,3,2,,1,,25,2,,3,3,1,,,18900,31500000,1,
"77-10-93-70","6264-001-01",1,11,2,1,1,1,2,"MAHINDI",2,4,1,4,1,2,0,,,,,2,,1,,0.45,2,,2,3,1,,,100,45000,1,
"77-10-93-70","6264-001-01",1,31,1,,,1,1,"MAHARAGE",2,18,1,18,1,2,0,,,,,2,,1,,1.5,2,,2,2,1,,,250,225000,1,
"77-10-93-70","6264-001-01",1,43,2,1,1,1,2,"KARANGA",2,3,1,3,1,2,0,,,,,2,,1,,0.4,2,,2,3,1,,,75,90000,1,
"77-10-93-70","6264-001-01",2,31,2,1,1,1,2,"MAHARAGE",1,5,1,5,1,2,0,,,,,2,,1,,0.2,2,,2,2,1,,,150,135000,1,
"77-10-93-70","6264-001-01",2,43,2,2,1,1,1,"KARANGA",2,4,1,4,1,2,0,,,,,2,,1,,0.3,2,,2,2,1,,,125,150000,1,
