"interview__key","y5_hhid","plot_id","cropid","ag6b_02","ag6b_03","ag6b_04","ag6b_05","ag6b_06","ag6b_06a","ag6b_07_1","ag6b_07_2","ag6b_07_3","ag6b_07_4","ag6b_08_1","ag6b_08_2","ag6b_09","ag6b_10","ag6b_11"
"05-19-84-16","4499-001-03",3,21,2000,2019,2000,1,2,1,2020,9,2020,12,3,5,15300,2,
"10-94-44-73","4501-001-03",1,60,48,2018,0,2,,1,2020,6,2020,7,1,2,30,2,
"56-35-31-49","4501-001-04",1,303,8,1900,0,1,2,2,,,,,,,,,
"56-35-31-49","4501-001-04",3,303,5,1900,0,2,,2,,,,,,,,,
"41-39-89-99","4501-001-07",1,303,128,190,0,1,2,2,,,,,,,,,
"41-39-89-99","4501-001-07",2,303,250,1900,0,2,,2,,,,,,,,,
"46-06-74-34","4502-001-01",1,304,96,2018,0,2,,2,,,,,,,,,
"72-51-93-50","4503-001-01",2,303,50,1992,0,2,,1,2020,6,2020,8,1,8,4000,2,
"72-51-93-50","4503-001-01",2,306,50,1992,0,2,,1,2020,7,2020,8,1,8,1000,2,
"72-51-93-50","4503-001-01",5,303,12,2000,0,2,,2,,,,,,,,,
"92-98-94-24","4535-001-01",1,21,1200,2019,0,2,,2,,,,,,,,,
"99-29-28-04","4543-001-01",1,21,350,2019,0,1,1,1,2020,7,2020,8,1,3,1800,2,
"86-76-02-11","4706-001-01",1,304,4,1900,0,2,,2,,,,,,,,,
"86-76-02-11","4706-001-01",2,304,10,1900,0,2,,2,,,,,,,,,
"34-31-41-49","4710-001-01",1,304,20,1900,0,1,2,2,,,,,,,,,
"13-80-32-63","4724-001-01",1,303,2200,1900,0,2,,1,2019,10,2020,3,1,,700,2,
"15-21-88-53","4745-001-01",1,21,100,2020,0,1,2,2,,,,,,,,,
"62-43-51-59","4745-001-04",1,304,4,2020,4,1,2,2,,,,,,,,,
"33-63-56-62","4763-001-03",1,34,6,2017,0,1,2,1,2020,7,2021,9,2,,40,2,
"33-63-56-62","4763-001-03",1,63,1,1900,0,1,2,2,,,,,,,,,
"33-63-56-62","4763-001-03",1,304,1,1900,0,1,2,2,,,,,,,,,
"89-76-80-98","4765-001-02",1,21,800,2020,0,2,,1,2020,10,2021,2,2,,1500,1,4
"00-38-32-83","4766-001-01",1,301,3,1900,0,2,,1,2021,4,2021,10,1,,200,2,
"00-38-32-83","4766-001-01",2,301,2,1900,0,2,,1,2021,4,2021,4,1,,250,2,
"38-76-84-39","4768-001-01",1,63,11,1900,0,2,,2,,,,,,,,,
"38-76-84-39","4768-001-01",1,301,4,1900,0,2,,2,,,,,,,,,
"79-66-60-70","4783-001-06",3,63,1,1900,0,2,,2,,,,,,,,,
"79-66-60-70","4783-001-06",3,301,1,1900,0,2,,2,,,,,,,,,
"74-79-96-15","4789-001-01",1,304,2,1900,0,2,,2,,,,,,,,,
"87-21-08-09","4801-001-01",1,21,4,2019,0,1,2,1,2020,12,2020,12,1,,20,2,
"87-21-08-09","4801-001-01",1,998,2,2014,0,1,2,2,,,,,,,,,
"84-03-14-86","4802-001-01",1,21,500,2020,500,1,2,2,,,,,,,,,
"78-46-80-07","4806-001-01",1,21,300,2020,300,1,2,1,2021,1,2021,1,1,2,50,2,
"78-46-80-07","4806-001-01",2,21,900,2020,900,2,,2,,,,,,,,,
"33-87-11-24","4839-001-01",1,21,340,2020,310,1,2,1,2020,10,2020,11,1,,360,1,2
"15-67-33-21","4843-001-01",4,44,2,1901,0,1,2,1,2020,1,2021,12,1,2,52,2,
"35-77-92-81","4844-001-02",1,44,3,2014,0,1,2,1,2020,5,2021,2,2,,250,2,
"35-77-92-81","4844-001-02",3,21,1000,2020,1000,2,,2,,,,,,,,,
"92-40-07-94","4862-001-01",1,21,11,2020,0,1,2,2,,,,,,,,,
"02-39-87-31","4878-001-01",3,21,30,2020,0,1,2,2,,,,,,,,,
"80-02-63-90","4879-001-01",2,21,8000,2020,2000,1,2,1,2020,7,2020,8,1,2,3000,2,
"78-15-30-22","4880-001-01",2,21,3000,2020,3000,1,2,2,,,,,,,,,
"47-30-58-25","4895-001-01",1,55,6000,1960,0,2,,2,,,,,,,,,
"47-30-58-25","4895-001-01",1,304,3,1952,0,2,,2,,,,,,,,,
"47-30-58-25","4895-001-01",2,54,200,1962,0,2,,2,,,,,,,,,
"47-30-58-25","4895-001-01",2,304,6,2013,0,2,,2,,,,,,,,,
"47-30-58-25","4895-001-01",4,54,60,2000,0,2,,2,,,,,,,,,
"47-30-58-25","4895-001-01",4,304,6,2013,0,2,,2,,,,,,,,,
"47-30-58-25","4895-001-01",5,21,100,2020,100,2,,1,2020,2,2020,12,2,4,30,2,
"47-30-58-25","4895-001-01",5,54,9,2000,0,2,,1,2020,3,2020,4,1,2,1,1,4
"47-30-58-25","4895-001-01",5,60,18,2019,5,2,,1,2020,1,2020,12,1,2,10,2,
"83-48-46-44","4895-001-03",1,21,20,2020,20,2,,1,2020,1,2020,12,1,2,20,2,
"83-48-46-44","4895-001-03",1,60,10,2005,0,2,,1,2020,1,2020,12,1,2,30,2,
"83-48-46-44","4895-001-03",1,304,8,2004,0,2,,2,,,,,,,,,
"83-48-46-44","4895-001-03",5,21,12,2017,0,2,,2,,,,,,,,,
"83-48-46-44","4895-001-03",5,304,1,2017,0,2,,2,,,,,,,,,
"87-09-78-69","4898-001-01",1,54,30,1998,0,2,,1,2020,6,2020,10,1,2,10,2,
"87-09-78-69","4898-001-01",1,304,6,2010,0,2,,2,,,,,,,,,
"87-09-78-69","4898-001-01",4,54,15,2006,0,2,,2,,,,,,,,,
"87-09-78-69","4898-001-01",5,60,15,2020,15,2,,2,,,,,,,,,
"87-09-78-69","4898-001-01",8,304,5000,2010,0,2,,2,,,,,,,,,
"87-09-78-69","4898-001-01",9,60,20,2017,0,2,,1,2020,8,2020,10,1,2,20,2,
"87-09-78-69","4898-001-01",13,60,10,2016,0,2,,1,2020,7,2020,10,1,2,30,2,
"83-14-14-02","4898-001-04",1,21,20,2021,20,1,2,2,,,,,,,,,
"83-14-14-02","4898-001-04",1,45,2,2021,2,1,2,2,,,,,,,,,
"83-14-14-02","4898-001-04",1,60,3,2021,3,1,2,2,,,,,,,,,
"42-87-18-36","4900-001-01",1,304,7,2003,0,2,,2,,,,,,,,,
"42-87-18-36","4900-001-01",3,304,2,2019,0,2,,2,,,,,,,,,
"42-87-18-36","4900-001-01",4,304,3,1900,0,2,,2,,,,,,,,,
"44-11-06-04","4901-001-01",1,304,10,2007,0,2,,2,,,,,,,,,
"44-11-06-04","4901-001-01",3,304,3,2012,0,2,,2,,,,,,,,,
"37-86-09-80","4915-001-01",2,21,50,2020,50,1,2,2,,,,,,,,,
"37-86-09-80","4915-001-01",2,60,30,1900,0,1,2,1,2020,9,2020,12,1,,15,2,
"37-86-09-80","4915-001-01",3,21,10,2018,0,1,2,1,2020,7,2020,12,1,,20,2,
"37-86-09-80","4915-001-01",4,21,45,2018,10,1,2,1,2020,9,2020,12,1,,27,2,
"37-86-09-80","4915-001-01",4,60,30,2010,0,1,2,1,2020,1,2020,12,1,,18,2,
"84-99-81-33","4916-001-01",1,60,50,2017,0,2,,1,2020,1,2020,12,1,2,30,2,
"84-99-81-33","4916-001-01",1,304,3,201,0,2,,2,,,,,,,,,
"84-99-81-33","4916-001-01",2,304,20,2019,0,2,,2,,,,,,,,,
"84-99-81-33","4916-001-01",4,304,5,2014,0,2,,2,,,,,,,,,
"70-83-81-89","4917-001-01",2,60,20,1900,0,1,2,1,2020,8,2020,8,1,2,100,2,
"70-83-81-89","4917-001-01",3,60,100,1900,0,1,2,1,2020,8,2020,10,1,2,300,2,
"12-86-91-66","4918-001-01",1,304,6,2013,0,2,,2,,,,,,,,,
"63-07-18-14","4919-001-01",1,21,100,2020,100,2,,2,,,,,,,,,
"50-74-04-80","4919-001-02",1,21,100,2017,0,2,,1,2020,2,2020,5,1,,300,2,
"19-81-67-34","4920-001-01",1,304,30,2016,0,2,,2,,,,,,,,,
"19-81-67-34","4920-001-01",2,304,100,2016,0,2,,2,,,,,,,,,
"62-49-93-00","4921-001-01",2,21,120,2019,120,1,2,1,2020,10,2021,10,1,,76,2,
"31-32-27-89","4934-001-02",3,21,100,2019,2020,1,2,1,2020,10,2021,1,2,,30,2,
"31-32-27-89","4934-001-02",3,304,8,2020,2020,1,2,2,,,,,,,,,
"18-03-94-10","4935-001-01",3,21,20,2019,0,2,,1,2020,6,2020,12,1,,20,2,
"18-03-94-10","4935-001-01",3,303,2,2016,0,2,,2,,,,,,,,,
"20-59-92-39","4938-001-01",2,21,70,2020,40,2,,1,2020,1,2020,12,1,4,20,2,
"63-25-21-50","4939-001-01",3,21,100,2018,50,1,2,1,2020,3,2020,4,1,,100,2,
"27-50-87-34","4971-001-01",2,45,4,1900,0,2,,1,2020,10,2021,9,1,,50,2,
"39-26-01-86","4972-001-01",1,45,20,1997,10,1,2,1,2020,10,2021,9,1,,200,1,5
"39-26-01-86","4972-001-01",2,45,10,1995,0,2,,2,,,,,,,,,
"30-25-28-77","4973-001-02",1,45,20,1900,0,1,2,1,2020,8,2021,9,9,10,800,1,5
"30-25-28-77","4973-001-02",2,45,3,1900,0,1,2,1,2020,8,2021,9,9,10,30,2,
"30-25-28-77","4973-001-02",3,45,7,1900,0,1,2,1,2020,8,2021,9,9,10,100,1,5
"97-70-48-75","4974-001-01",1,45,3,1985,0,1,2,2,,,,,,,,,
"69-14-01-64","4978-001-01",1,45,1,2019,0,2,,2,,,,,,,,,
"69-14-01-64","4978-001-01",1,46,5,2000,3,2,,2,,,,,,,,,
"69-14-01-64","4978-001-01",1,60,30,2021,30,2,,2,,,,,,,,,
"69-14-01-64","4978-001-01",2,45,3,1980,0,2,,2,,,,,,,,,
"84-34-29-43","4990-001-02",2,21,200,2019,0,2,,1,2020,7,2020,12,2,,200,2,
"85-74-34-93","4992-001-01",5,304,2,1900,0,2,,2,,,,,,,,,
"29-14-89-65","4994-001-01",1,303,3,2010,0,1,2,2,,,,,,,,,
"29-14-89-65","4994-001-01",2,57,2,2006,0,2,,1,2020,1,2020,12,1,,6,2,
"22-03-21-61","4995-001-01",1,304,30,1900,0,2,,2,,,,,,,,,
"89-97-94-10","5032-001-01",1,304,9,2010,0,2,,1,2020,5,2021,4,1,,200,2,
"25-26-48-11","5034-001-01",1,304,2,2015,0,1,2,2,,,,,,,,,
"25-26-48-11","5034-001-01",1,306,300,1990,0,2,,2,,,,,,,,,
"98-44-73-35","5086-001-01",1,303,3,2011,0,2,,2,,,,,,,,,
"98-44-73-35","5086-001-01",1,304,4,2011,0,2,,2,,,,,,,,,
"83-51-28-25","5092-001-01",1,303,13,2007,0,2,,2,,,,,,,,,
"91-68-31-45","5184-001-01",1,45,200,2010,0,1,2,1,2021,8,2021,8,1,,300,1,5
"84-26-77-42","5202-001-01",1,45,100,2014,50,1,3,2,,,,,,,,,
"84-26-77-42","5202-001-01",1,304,120,2020,100,1,3,2,,,,,,,,,
"93-09-91-35","5224-001-02",1,21,10,2020,50,1,2,2,,,,,,,,,
"93-09-91-35","5224-001-02",1,60,15,2020,3,1,2,2,,,,,,,,,
"94-55-33-91","5228-001-02",1,21,70,2020,0,1,2,1,2020,6,2020,8,1,2,75,1,5
"94-55-33-91","5228-001-02",1,34,50,2020,0,1,2,1,2021,7,2021,9,1,2,20,1,5
"31-85-61-41","5244-001-01",1,21,100,2021,100,2,,2,,,,,,,,,
"31-85-61-41","5244-001-01",1,46,3,1900,0,2,,1,2021,3,2021,4,1,,50,1,5
"31-85-61-41","5244-001-01",1,60,20,2019,0,2,,1,2020,7,2021,4,1,,100,2,
"02-32-95-59","5245-001-01",2,46,15,2014,0,2,,2,,,,,,,,,
"62-56-55-85","5277-001-01",1,45,1,1900,0,2,,1,2021,2,2021,5,1,2,20,2,
"86-02-89-52","5278-001-01",1,21,1000,2020,1000,1,2,2,,,,,,,,,
"86-02-89-52","5278-001-01",1,45,16,1900,0,1,2,1,2021,7,2021,7,1,,25,2,
"43-47-25-48","5313-001-01",1,21,0,2021,0,1,2,1,2020,6,2020,6,1,2,50,2,
"86-62-84-50","5319-001-01",1,21,60,2021,60,2,,2,,,,,,,,,
"21-75-27-69","5333-001-02",1,46,1,2019,0,1,2,2,,,,,,,,,
"21-75-27-69","5333-001-02",1,60,2,2019,0,1,2,1,2021,7,2021,7,2,,5,2,
"19-74-16-95","5354-001-01",1,46,1,1900,0,2,,2,,,,,,,,,
"71-29-17-94","5397-001-01",1,21,20,2021,20,2,,2,,,,,,,,,
"05-64-34-94","5433-001-01",1,21,2100,2019,440,1,2,1,2020,6,2020,8,1,,3600,2,
"38-02-99-86","5447-001-01",2,44,2,1992,0,1,2,2,,,,,,,,,
"38-02-99-86","5447-001-01",2,45,2,1900,0,1,2,1,2020,9,2021,8,1,7,72,2,
"38-02-99-86","5447-001-01",2,304,1,2018,0,1,2,2,,,,,,,,,
"47-48-66-40","5476-001-01",1,21,320,2020,0,1,2,1,2021,7,2021,8,1,,480,2,
"47-48-66-40","5476-001-01",1,45,72,1986,0,1,2,1,2020,11,2021,8,1,,4600,2,
"66-94-54-60","5487-001-01",1,57,3,2020,2,2,,1,2020,11,2020,11,2,,5,1,3
"12-32-78-57","5490-001-01",2,45,8,2001,0,2,,1,2020,6,2021,6,1,,400,2,
"92-35-01-02","5513-001-03",1,54,1800,2008,0,2,,1,2020,5,2020,7,4,,1482,2,
"73-86-17-64","5514-001-01",1,60,200,2021,0,1,2,1,2020,12,2021,5,1,,300,2,
"22-58-79-14","5529-001-01",2,21,2460,2020,1600,1,2,1,2021,1,2021,12,1,2,600,2,
"65-69-75-99","5529-001-03",1,21,7,2020,7,2,,2,,,,,,,,,
"65-69-75-99","5529-001-03",1,44,1,2016,0,2,,2,,,,,,,,,
"65-69-75-99","5529-001-03",1,45,2,2017,0,2,,2,,,,,,,,,
"65-69-75-99","5529-001-03",1,60,80,2017,0,2,,1,2020,7,2021,3,3,4,90,2,
"19-23-47-96","5541-001-01",1,45,30,2014,0,2,,2,,,,,,,,,
"19-23-47-96","5541-001-01",1,46,40,2017,0,1,2,2,,,,,,,,,
"84-98-35-82","5544-001-02",1,21,50,2020,10,1,2,1,2020,10,2021,4,7,8,80,2,
"84-98-35-82","5544-001-02",1,44,6,2015,0,2,,2,,,,,,,,,
"84-98-35-82","5544-001-02",1,45,5,1996,0,2,,1,2020,1,2021,4,7,8,70,2,
"84-98-35-82","5544-001-02",1,46,4,1998,0,2,,2,,,,,,,,,
"84-98-35-82","5544-001-02",1,60,1,2017,0,2,,1,2020,6,2020,7,7,8,5,2,
"84-98-35-82","5544-001-02",1,63,2,2009,0,2,,2,,,,,,,,,
"84-98-35-82","5544-001-02",1,304,10,2008,0,2,,2,,,,,,,,,
"29-20-77-81","5564-001-01",1,21,300,2020,300,1,2,2,,,,,,,,,
"29-20-77-81","5564-001-01",1,45,30,1980,0,1,2,1,2021,4,2021,4,1,4,60,1,5
"29-20-77-81","5564-001-01",1,46,40,1980,0,1,2,1,2020,10,2020,10,1,4,15,2,
"29-20-77-81","5564-001-01",2,21,600,2020,600,2,,1,2021,3,2021,5,1,4,50,2,
"95-18-99-89","5581-001-01",1,46,6,2014,0,1,1,2,,,,,,,,,
"86-58-89-00","5581-001-02",1,21,50,2019,25,2,,1,2020,10,2021,9,1,2,130,2,
"86-58-89-00","5581-001-02",3,46,5,1900,0,2,,1,2020,10,2021,1,1,2,6,1,5
"91-10-13-90","5608-001-01",1,45,80,1990,0,2,,2,,,,,,,,,
"91-10-13-90","5608-001-01",1,46,50,1995,0,2,,2,,,,,,,,,
"22-79-71-24","5621-001-01",1,21,120,2020,120,2,,2,,,,,,,,,
"46-47-87-29","5623-001-01",1,21,60,2020,60,2,,2,,,,,,,,,
"52-25-64-03","5661-001-01",1,44,1,2010,0,2,,2,,,,,,,,,
"52-25-64-03","5661-001-01",1,46,1,2008,0,2,,1,2020,9,2020,9,1,2,3,2,
"82-25-26-41","5693-001-01",1,34,7,2019,0,2,,1,2020,5,2021,2,1,2,30,2,
"82-25-26-41","5693-001-01",1,46,3,2007,3,2,,1,2020,12,2021,2,3,,5,2,
"82-25-26-41","5693-001-01",1,60,20,2018,0,2,,1,2020,8,2021,3,1,2,15,2,
"82-25-26-41","5693-001-01",4,46,1,2000,0,2,,2,,,,,,,,,
"94-78-24-50","5695-001-01",1,46,4,2001,0,2,,1,2020,11,2021,1,1,2,10,1,4
"53-17-72-60","5696-001-01",1,45,3,1900,0,1,2,1,2020,10,2021,1,1,,60,2,
"37-78-83-38","5697-001-01",2,21,300,2020,200,1,2,2,,,,,,,,,
"37-78-83-38","5697-001-01",2,46,1,2006,0,2,,2,,,,,,,,,
"37-78-83-38","5697-001-01",3,21,200,2020,200,1,2,1,2021,1,2021,4,1,,50,2,
"37-78-83-38","5697-001-01",3,46,5,2006,0,1,2,1,2021,3,2021,3,1,,5,1,5
"17-53-58-10","5699-001-02",1,46,1,2013,0,2,,1,2021,1,2021,2,2,,5,2,
"17-95-04-88","5700-001-02",1,21,50,2020,50,1,2,1,2020,12,2021,3,2,,350,2,
"17-95-04-88","5700-001-02",1,45,8,1986,0,2,,1,2020,6,2021,2,2,,35,2,
"17-95-04-88","5700-001-02",1,46,11,1986,0,2,,1,2021,1,2021,2,2,,2,2,
"17-95-04-88","5700-001-02",1,57,3,2020,3,1,2,1,2021,1,2021,2,2,,4,2,
"67-56-06-17","5719-001-01",1,46,53,1969,0,2,,1,2020,9,2020,11,1,,350,2,
"96-24-36-02","5739-001-01",1,21,440,2020,60,1,2,1,2021,5,2021,6,1,,1750,2,
"96-24-36-02","5739-001-01",1,45,220,2018,60,1,2,2,,,,,,,,,
"28-56-69-97","5788-001-01",3,63,1,1900,0,1,2,1,2020,8,2020,10,1,2,175,2,
"61-37-81-58","5809-001-01",1,21,20,2020,0,2,,1,2020,9,2021,8,1,,20,2,
"61-37-81-58","5809-001-01",1,45,2,1900,0,2,,1,2020,9,2021,8,1,,20,2,
"11-39-67-37","5846-001-01",1,304,3,2011,0,1,2,2,,,,,,,,,
"42-22-06-97","5847-001-01",2,44,6,2011,0,2,,1,2020,8,2020,9,1,,90,2,
"19-13-10-22","5848-001-04",1,21,7000,2016,0,2,,1,2019,9,2020,11,7,8,420,1,4
"19-13-10-22","5848-001-04",3,21,8000,2020,8000,2,,2,,,,,,,,,
"59-35-72-90","5849-001-01",1,304,4,2014,0,1,2,2,,,,,,,,,
"59-35-72-90","5849-001-01",2,21,540,2019,0,1,2,2,,,,,,,,,
"59-35-72-90","5849-001-01",2,304,1,1999,0,1,2,2,,,,,,,,,
"38-54-59-26","5850-001-01",1,998,6,2015,0,1,2,2,,,,,,,,,
"70-86-81-13","5851-001-03",1,21,300,2020,110,1,2,1,2021,6,2021,8,1,2,130,2,
"52-17-86-97","5851-001-09",3,998,7,2017,0,1,2,2,,,,,,,,,
"96-92-93-89","5851-001-10",1,21,600,2019,200,2,,2,,,,,,,,,
"62-87-05-55","5864-001-01",1,60,2,2019,0,1,2,1,2021,6,2021,6,2,,1,2,
"62-87-05-55","5864-001-01",1,304,9,2015,0,1,2,2,,,,,,,,,
"28-63-80-02","5870-001-01",1,21,4000,2019,0,1,2,2,,,,,,,,,
"28-63-80-02","5870-001-01",3,21,2000,2019,0,2,,1,2021,3,2021,3,1,2,140,1,4
"20-23-28-81","5871-001-02",1,21,2400,2021,1600,2,,2,,,,,,,,,
"20-23-28-81","5871-001-02",1,44,1,2001,0,1,2,2,,,,,,,,,
"44-04-54-77","5872-001-01",2,21,370,2020,370,2,,2,,,,,,,,,
"23-97-33-54","5886-001-02",1,21,1326,2020,37,2,,1,2020,7,2020,8,1,,80,2,
"15-35-33-89","5909-001-01",1,21,1200,2020,1200,2,,1,2021,7,2021,7,1,8,200,2,
"47-03-39-28","5930-001-01",1,21,10,2021,10,1,2,2,,,,,,,,,
"47-03-39-28","5930-001-01",1,998,2,2017,0,1,1,2,,,,,,,,,
"63-22-91-28","5940-001-01",2,60,6000,2016,150,1,1,1,2020,11,2021,2,1,2,9000,1,5
"20-34-67-30","5942-001-02",2,21,600,2020,100,1,2,2,,,,,,,,,
"44-44-29-87","5943-001-01",1,304,6,2015,0,1,2,2,,,,,,,,,
"22-41-43-44","5945-001-01",1,998,30,2005,0,1,1,2,,,,,,,,,
"99-99-38-58","5947-001-01",2,21,2020,2020,920,1,2,2,,,,,,,,,
"71-84-74-89","5949-001-01",3,21,10880,2020,4000,2,,1,2020,8,2020,12,1,,350,1,4
"46-18-20-36","5962-001-01",1,302,30,1991,0,1,2,1,2020,12,2021,5,1,,30,2,
"60-11-48-65","5965-001-01",2,34,6,2000,0,2,,1,2020,9,2020,10,1,,10,2,
"05-95-47-03","5978-001-02",2,304,1800,2012,0,1,2,2,,,,,,,,,
"36-27-61-51","5979-001-01",2,304,150,1900,0,2,,2,,,,,,,,,
"36-27-61-51","5979-001-01",3,304,200,1900,0,2,,2,,,,,,,,,
"36-27-61-51","5979-001-01",4,304,60,2013,0,2,,2,,,,,,,,,
"52-56-40-35","5980-001-01",1,60,4,2017,0,1,2,2,,,,,,,,,
"24-59-59-23","5983-001-01",1,304,20,2014,0,2,,2,,,,,,,,,
"60-33-80-91","5984-001-01",1,304,12,2015,0,1,2,2,,,,,,,,,
"60-33-80-91","5984-001-01",2,55,3150,2013,0,2,,1,2020,9,2021,6,1,2,3000,2,
"60-33-80-91","5984-001-01",3,55,2000,1998,0,2,,1,2020,8,2021,7,1,2,2500,2,
"60-33-80-91","5984-001-01",4,304,475,2019,0,2,,2,,,,,,,,,
"60-33-80-91","5984-001-01",5,55,3000,2005,0,2,,1,2020,8,2021,6,1,2,2980,2,
"60-33-80-91","5984-001-01",6,304,9975,2013,0,1,2,1,2020,9,2020,10,1,2,38500,2,
"60-33-80-91","5984-001-01",7,304,1970,2014,0,2,,2,,,,,,,,,
"46-74-15-53","5985-001-01",4,304,15,2017,0,2,,2,,,,,,,,,
"59-55-57-89","5998-001-01",1,302,350,1900,0,2,,1,2021,1,2021,4,1,,3000,2,
"59-55-57-89","5998-001-01",1,304,89,2005,0,2,,1,2020,8,2020,8,1,,600,2,
"69-16-29-08","6042-001-01",1,302,2000,1999,4,1,2,1,2020,3,2021,2,1,2,15800,2,
"42-91-10-70","6042-001-03",1,302,55,2010,0,1,2,2,,,,,,,,,
"42-91-10-70","6042-001-03",2,302,48,2010,0,1,2,2,,,,,,,,,
"88-88-77-01","6074-001-01",1,54,30,2000,0,1,2,1,2020,6,2020,8,1,2,120,2,
"88-88-77-01","6074-001-01",1,60,20,2011,0,1,2,1,2020,1,2020,12,1,,35,2,
"47-51-56-85","6075-001-01",1,54,205,2021,205,1,2,2,,,,,,,,,
"47-51-56-85","6075-001-01",1,60,50,2021,35,1,2,1,2021,3,2021,4,1,2,75,2,
"03-51-56-44","6076-001-01",1,21,30,2019,0,1,2,1,2020,7,2020,8,1,2,100,2,
"03-51-56-44","6076-001-01",1,54,30,2019,50,1,2,2,,,,,,,,,
"03-51-56-44","6076-001-01",1,60,20,2020,10,1,2,1,2020,6,2021,5,1,2,60,2,
"03-51-56-44","6076-001-01",1,998,100,2019,0,1,2,1,2020,10,2021,1,1,2,200,2,
"04-11-05-77","6077-001-01",1,54,30,2019,0,1,2,2,,,,,,,,,
"90-51-97-20","6078-001-01",1,21,50,2000,0,1,2,1,2020,6,2021,5,1,2,522,2,
"90-51-97-20","6078-001-01",1,54,50,2000,50,1,2,1,2020,7,2020,7,1,2,140,1,6
"90-51-97-20","6078-001-01",1,60,20,2012,0,1,2,1,2020,5,2021,4,1,2,150,2,
"90-51-97-20","6078-001-01",1,304,1,2000,0,1,2,2,,,,,,,,,
"90-51-97-20","6078-001-01",1,305,6,2020,6,1,2,2,,,,,,,,,
"97-93-22-89","6080-001-01",1,54,6,1900,0,1,2,2,,,,,,,,,
"97-93-22-89","6080-001-01",1,60,40,2020,0,1,2,1,2020,5,2021,5,1,,30,2,
"97-93-22-89","6080-001-01",1,304,1,1999,0,1,2,2,,,,,,,,,
"97-93-22-89","6080-001-01",2,60,30,2020,0,2,,1,2020,5,2021,4,1,,40,2,
"98-41-89-29","6092-001-01",1,21,100,2020,100,1,2,1,2020,12,2021,2,1,,150,2,
"98-41-89-29","6092-001-01",1,304,1,2017,2013,1,2,2,,,,,,,,,
"67-53-69-10","6093-001-01",1,54,1,1975,0,1,2,1,2020,3,2021,2,1,,4,2,
"58-61-73-62","6094-001-01",1,21,30,2020,30,1,2,2,,,,,,,,,
"58-61-73-62","6094-001-01",3,304,200,1900,6,1,2,2,,,,,,,,,
"23-11-44-09","6095-001-01",2,54,20,1900,0,1,2,1,2020,6,2020,7,1,,30,2,
"23-11-44-09","6095-001-01",2,304,1,2016,0,1,2,2,,,,,,,,,
"23-11-44-09","6095-001-01",3,21,50,2020,50,1,2,2,,,,,,,,,
"23-11-44-09","6095-001-01",3,44,3,2017,0,1,2,2,,,,,,,,,
"23-11-44-09","6095-001-01",3,60,30,2018,12,1,2,1,2020,3,2021,2,1,,50,2,
"23-11-44-09","6095-001-01",3,304,6,2016,0,1,2,2,,,,,,,,,
"23-11-44-09","6095-001-01",4,54,30,1900,0,1,2,1,2020,6,2020,7,1,,14,2,
"23-11-44-09","6095-001-01",4,304,3,1900,0,1,2,2,,,,,,,,,
"23-11-44-09","6095-001-01",5,304,50,2012,0,2,,2,,,,,,,,,
"23-11-44-09","6095-001-01",6,304,5,1900,0,2,,2,,,,,,,,,
"67-38-97-81","6096-001-01",1,21,200,2020,200,2,,1,2020,12,2021,5,5,,60,1,5
"67-38-97-81","6096-001-01",1,54,30,2010,0,1,2,1,2020,1,2020,2,5,,10,1,4
"54-69-37-59","6097-001-01",1,21,30,2021,30,1,2,2,,,,,,,,,
"54-69-37-59","6097-001-01",1,54,10,1995,0,1,2,2,,,,,,,,,
"17-87-45-37","6098-001-01",1,54,4,1980,0,2,,1,2020,5,2020,7,1,,20,2,
"17-87-45-37","6098-001-01",1,304,10,2014,0,2,,2,,,,,,,,,
"17-87-45-37","6098-001-01",2,54,57,1980,0,2,,1,2020,5,2020,7,1,,60,2,
"17-87-45-37","6098-001-01",2,304,25,2001,5,1,1,2,,,,,,,,,
"82-38-88-87","6099-001-01",1,18,3,2019,0,1,2,1,2020,3,2021,2,1,2,20,2,
"82-38-88-87","6099-001-01",1,21,30,2019,30,1,1,1,2020,3,2021,2,1,,120,1,3
"82-38-88-87","6099-001-01",1,54,8,2016,0,1,1,1,2020,3,2021,2,1,2,40,2,
"11-28-10-27","6111-001-02",1,21,36,2017,0,1,2,1,2020,8,2021,7,2,,60,2,
"11-28-10-27","6111-001-02",1,44,5,2003,0,1,2,1,2021,5,2021,5,2,,40,2,
"11-28-10-27","6111-001-02",1,54,36,1976,0,1,2,1,2021,5,2021,7,2,,280,2,
"11-28-10-27","6111-001-02",1,306,23,2003,0,1,1,2,,,,,,,,,
"32-80-84-06","6112-001-01",1,54,110,1994,0,1,2,1,2020,5,2020,8,1,,1300,2,
"32-80-84-06","6112-001-01",2,54,100,2008,0,1,2,1,2020,5,2020,8,1,,1000,2,
"11-95-77-21","6115-001-01",1,54,130,1999,0,1,2,1,2020,6,2021,7,1,,207,1,3
"59-91-92-12","6116-001-01",2,21,200,2019,0,1,2,1,2020,10,2021,2,1,,140,2,
"59-91-92-12","6116-001-01",2,54,12,2007,0,1,2,2,,,,,,,,,
"93-28-31-46","6117-001-01",1,54,100,1900,0,1,2,1,2020,6,2020,6,1,2,50,2,
"57-19-84-55","6118-001-01",1,54,52,1981,0,1,2,1,2020,6,2020,7,1,,120,2,
"62-45-14-04","6130-001-01",2,21,200,2021,0,1,2,2,,,,,,,,,
