"interview__key","y5_hhid","cropid","ag7b_02","ag7b_03","ag7b_04","ag7b_05_1","ag7b_05_2","ag7b_06_1","ag7b_06_2","ag7b_07_1a","ag7b_07_1b","ag7b_07_2a","ag7b_07_2b","ag7b_08","ag7b_09","ag7b_10","ag7b_11","ag7b_12","ag7b_13","ag7b_14","ag7b_15","ag7b_16","ag7b_17","ag7b_18","ag7b_19","ag7b_20","ag7b_21"
"17-99-40-21","7840-001-01",46,1,250,525000,1,2,1,2,6,1,6,1,2,,,,,1,5,7,1207500,0,0,0,0,0
"29-74-60-14","7842-001-01",21,1,240,180000,1,,1,,9,1,9,1,2,,,,,2,,,,200,0,0,40,0
"29-74-60-14","7842-001-01",46,1,80,176000,1,,1,,9,5,9,5,2,,,,,2,,,,0,0,0,0,0
"63-73-59-66","7842-001-03",21,1,90,39000,1,2,1,2,16,1,16,1,2,,,,,2,,,,360,0,0,0,0
"63-73-59-66","7842-001-03",46,1,20,30000,1,2,1,2,16,1,16,1,2,,,,,2,,,,0,0,0,0,0
"22-67-43-59","7843-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,1000,0,0,100,0
"45-51-75-37","7844-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,400,0,0,0,0
"56-26-44-99","7845-001-01",21,1,90,30000,1,2,1,2,16,1,16,1,1,60,7,2,,2,,,,150,0,0,0,0
"21-16-08-16","7846-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,400,0,0,0,0
"21-16-08-16","7846-001-01",46,1,200,400000,1,,1,2,7,1,7,1,2,,,,,2,,,,20,0,0,0,0
"08-12-65-70","7847-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"08-12-65-70","7847-001-01",46,1,20,64000,1,,1,,4,1,4,1,2,,,,,2,,,,5,0,0,0,0
"83-27-07-27","7847-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"13-86-84-69","7859-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,4,0,0,0,0
"70-91-07-55","7860-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,135,0,0,0,0
"70-91-07-55","7860-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,23,0,0,0,0
"19-68-40-27","7860-001-04",21,2,,,,,,,,,,,2,,,,,2,,,,85,0,0,0,0
"19-68-40-27","7860-001-04",46,2,,,,,,,,,,,2,,,,,2,,,,3,0,0,0,0
"07-61-69-65","7862-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,12,0,0,0,0
"07-61-69-65","7862-001-01",46,1,200,400000,1,2,1,2,7,1,7,1,2,,,,,2,,,,0,0,0,0,0
"08-24-51-29","7863-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"03-51-23-50","7865-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"16-82-37-77","7866-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,93,0,0,0,0
"16-82-37-77","7866-001-01",34,2,,,,,,,,,,,2,,,,,2,,,,22,0,0,0,0
"84-90-25-34","7897-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,35,0,0,0,0
"84-90-25-34","7897-001-01",46,1,15,50000,1,2,1,2,4,1,4,1,2,,,,,2,,,,0,0,0,0,0
"22-54-53-72","7898-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,2,0,0,0,0
"52-33-12-15","7900-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"52-33-12-15","7900-001-01",46,1,90,135000,1,2,1,2,16,1,16,1,2,,,,,2,,,,10,0,0,0,0
"62-09-95-83","7902-001-02",46,1,108,216000,1,2,1,2,9,3,9,3,2,,,,,2,,,,0,0,0,0,0
"23-91-99-71","7903-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,43,0,0,0,0
"23-91-99-71","7903-001-01",46,1,90,216000,1,,1,,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"71-25-97-71","7903-001-03",21,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,0,0
"71-25-97-71","7903-001-03",46,1,330,759000,1,,1,,6,4,6,4,2,,,,,2,,,,0,0,0,0,0
"87-80-72-97","7904-001-01",46,1,1820,3640000,1,2,1,2,7,2,7,2,2,,,,,2,,,,40,0,20,40,0
"90-68-95-74","7916-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,0,0
"90-68-95-74","7916-001-01",44,1,20,5000,1,,1,,2,1,2,1,2,,,,,2,,,,0,0,0,0,0
"95-68-45-61","7917-001-01",44,1,30,30000,4,,4,,16,2,16,2,2,,,,,2,,,,0,0,0,0,0
"80-27-00-22","7918-001-01",44,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"19-89-44-48","7919-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"19-89-44-48","7919-001-01",44,1,80,50000,2,,2,,2,1,2,1,2,,,,,2,,,,10,0,0,0,0
"19-89-44-48","7919-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,35,0,0,15,0
"71-33-08-65","7919-001-11",21,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"45-53-14-16","7922-001-01",44,1,20,20000,2,,2,,9,2,9,2,2,,,,,2,,,,0,0,0,0,0
"43-53-42-88","7923-001-01",306,1,50,20000,1,,1,,2,1,2,1,2,,,,,2,,,,0,0,0,0,0
"31-35-06-21","7936-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,700,0,0,90,0
"47-29-29-05","7938-001-01",63,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,30,0
"71-59-39-29","7940-001-02",21,1,180,180000,2,,2,,2,1,1,1,2,,,,,2,,,,150,0,30,0,0
"60-83-88-29","7942-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,0,0
"39-16-24-82","7995-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,90,0,0,80,0
"29-86-51-86","8017-001-01",998,2,,,,,,,,,,,2,,,,,2,,,,600,0,0,0,0
"39-63-64-44","8073-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,500,0,0,300,0
"86-24-47-94","8074-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,1400,0,0,0,0
"29-04-37-37","8076-001-02",998,1,700,150000,4,,4,,2,1,2,1,2,,,,,2,,,,250,0,0,0,0
"82-38-92-08","8108-001-01",302,2,,,,,,,,,,,2,,,,,2,,,,85,0,0,0,0
"08-91-66-16","8110-001-01",302,1,240,48000,1,3,1,3,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"65-27-64-63","8130-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,0,0
"65-27-64-63","8130-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,25,0,0,0,0
"06-57-77-89","8167-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,0,0
"66-05-65-51","8168-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,1341,0,0,0,0
"19-34-58-48","8170-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"23-92-25-81","8170-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,15,0
"73-73-81-46","8173-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,20,0
"81-59-25-11","8182-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,50,0
"85-45-40-36","8182-001-02",46,1,120,90000,1,,1,,9,1,9,1,2,,,,,2,,,,20,0,0,10,0
"11-04-95-97","8183-001-01",46,1,30,15000,1,2,1,2,5,1,5,1,2,,,,,2,,,,10,0,0,0,0
"55-00-80-55","8184-001-01",21,1,220,120000,1,2,1,2,9,1,9,1,2,,,,,2,,,,20,0,0,0,0
"55-00-80-55","8184-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,35,0,0,0,0
"55-00-80-55","8184-001-01",46,1,190,228000,1,2,1,2,9,1,9,1,2,,,,,2,,,,7,0,0,3,0
"08-21-18-73","8185-001-01",21,1,100,70000,2,,2,,2,5,9,5,1,50,4,2,,2,,,,50,0,0,0,0
"08-21-18-73","8185-001-01",45,1,28,5750,1,2,1,2,2,1,2,1,2,,,,,2,,,,21,0,0,3,0
"08-21-18-73","8185-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,30,0
"64-14-59-03","8186-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,220,0,0,235,0
"83-98-37-26","8187-001-01",44,1,180,500000,1,,1,,9,2,9,3,2,,,,,2,,,,20,0,0,0,0
"83-98-37-26","8187-001-01",45,1,87,65000,1,,1,,9,3,9,3,2,,,,,1,4,3,20000,88,0,0,0,0
"83-98-37-26","8187-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,75,0,0,0,0
"37-12-34-36","8188-001-01",46,1,30,36000,1,2,1,2,3,3,3,3,2,,,,,2,,,,20,0,0,0,0
"01-27-92-61","8203-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,350,0,0,50,0
"63-99-79-44","8204-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,60,0,10,10,0
"63-99-79-44","8204-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"69-37-83-88","8205-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,45,0,0,0,0
"69-37-83-88","8205-001-01",46,1,6000,7800000,1,,1,,5,1,5,1,2,,,,,2,,,,120,0,0,0,0
"75-64-92-77","8206-001-01",46,2,,,,,,,,,,,2,,,,,2,,,,25,0,0,0,0
"37-84-33-45","8213-001-01",46,1,35,42000,1,2,1,2,2,1,2,1,2,,,,,2,,,,3,0,0,2,0
"69-24-30-06","8246-001-01",44,2,,,,,,,,,,,2,,,,,2,,,,1500,0,0,0,0
"33-13-26-34","8258-001-01",46,1,1000,1375000,1,2,1,2,5,1,5,1,2,,,,,2,,,,0,0,0,0,0
"52-96-30-54","8259-001-01",46,1,200,460000,1,2,1,2,7,1,7,1,2,,,,,2,,,,15,0,0,0,0
"40-28-81-73","8261-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"40-28-81-73","8261-001-01",46,1,32,30000,1,2,1,2,5,2,5,2,2,,,,,2,,,,0,0,0,0,0
"27-65-92-71","8262-001-01",46,1,400,800000,1,,1,2,7,2,7,2,1,10,6,2,,2,,,,30,0,0,10,0
"82-86-92-66","8264-001-01",46,1,300,650000,1,,1,,4,1,4,1,2,,,,,2,,,,0,0,0,5,0
"49-43-73-78","8267-001-01",46,1,200,400000,1,,1,,6,3,6,3,2,,,,,2,,,,20,0,0,0,0
"62-23-73-13","8267-001-02",46,1,200,400000,1,,1,2,7,2,7,2,1,20,6,2,,2,,,,15,0,0,15,0
"45-39-10-24","8277-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,135,0,0,0,0
"77-57-20-32","8278-001-01",21,1,15,15000,1,,1,,2,1,2,1,2,,,,,2,,,,30,0,0,0,0
"76-84-55-62","8282-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,950,0,0,50,0
"36-66-06-01","8283-001-02",21,1,600,300000,3,,3,4,4,1,4,1,2,,,,,2,,,,400,0,0,0,0
"22-74-35-70","8338-001-03",54,1,50,300000,1,,1,,6,1,6,1,2,,,,,2,,,,0,0,0,0,0
"31-67-78-91","8360-001-01",63,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,40,0
"02-43-32-06","8376-001-01",63,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,0,0
"88-30-56-52","8430-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,2800,0,0,0,0
"88-30-56-52","8430-001-02",63,2,,,,,,,,,,,2,,,,,2,,,,240,0,0,0,0
"82-41-10-87","8470-001-01",34,2,,,,,,,,,,,2,,,,,2,,,,41,1,0,8,0
"19-79-62-77","8588-001-01",63,2,,,,,,,,,,,2,,,,,2,,,,60,0,0,30,0
"05-98-11-04","8607-001-03",21,1,450,135000,1,,1,,16,1,16,1,2,,,,,2,,,,1350,0,0,0,0
"03-57-87-43","8642-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,50,0
"03-57-87-43","8642-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,31,0,0,4,0
"96-74-35-59","8643-001-01",21,1,120,80000,1,2,1,2,16,3,16,3,2,,,,,2,,,,180,0,0,0,0
"00-64-44-95","8659-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"53-95-88-36","8661-001-01",21,1,100,60000,1,2,1,2,16,1,16,1,2,,,,,2,,,,80,0,0,20,0
"22-97-15-54","8699-001-01",63,2,,,,,,,,,,,2,,,,,2,,,,200,0,0,50,0
"19-69-94-13","8699-001-08",301,2,,,,,,,,,,,2,,,,,2,,,,40,0,0,0,0
"12-87-63-11","8758-001-01",60,1,750,100000,1,,1,,16,1,16,1,2,,,,,2,,,,150,0,0,0,0
"56-09-93-53","8773-001-01",21,1,140,20000,1,2,1,2,2,1,2,1,2,,,,,2,,,,420,0,0,0,0
"58-34-75-83","8778-001-02",44,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"64-70-27-38","8794-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,180,0,0,0,0
"76-22-51-56","8828-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,980,0,0,0,0
"76-22-51-56","8828-001-01",44,2,,,,,,,,,,,2,,,,,2,,,,2100,0,0,0,0
"76-22-51-56","8828-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,1750,0,0,0,0
"76-22-51-56","8828-001-01",63,2,,,,,,,,,,,2,,,,,2,,,,150,0,0,0,0
"76-22-51-56","8828-001-01",305,2,,,,,,,,,,,2,,,,,2,,,,140,0,0,0,0
"32-69-81-91","8829-001-01",44,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"62-04-63-28","8848-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,980,0,0,0,0
"73-42-86-91","8870-001-01",58,2,,,,,,,,,,,1,300,6,2,,2,,,,0,0,0,0,0
"63-50-27-09","8885-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,15,0,0,0,0
"89-55-89-92","8886-001-01",21,1,600,60000,1,,1,,9,1,9,1,2,,,,,2,,,,60,0,0,15,0
"81-76-53-58","8889-001-01",21,1,1400,600000,1,,1,2,2,1,4,1,2,,,,,2,,,,1540,0,0,140,0
"81-76-53-58","8889-001-01",60,1,200,40000,1,,1,2,2,1,2,1,2,,,,,2,,,,150,0,0,50,0
"20-33-59-33","8892-001-03",45,1,60,30000,2,,2,,16,1,16,1,2,,,,,2,,,,30,0,0,0,0
"63-82-17-43","8904-001-01",54,1,10,30000,1,2,1,2,9,2,9,2,2,,,,,2,,,,0,0,0,0,0
"63-82-17-43","8904-001-01",66,1,3,30000,1,2,1,2,9,2,9,2,2,,,,,2,,,,0,0,0,0,0
"73-69-98-24","8905-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,0,0
"73-69-98-24","8905-001-01",45,2,,,,,,,,,,,2,,,,,2,,,,5600,0,0,0,0
"21-39-92-97","8906-001-01",21,2,,,,,,,,,,,2,,,,,2,,,,50,0,0,0,0
"21-39-92-97","8906-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,6,0,0,0,0
"82-07-37-99","8908-001-01",60,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"08-47-41-24","8909-001-02",21,1,250,500000,2,,2,,5,2,5,2,2,,,,,2,,,,250,0,0,0,0
"92-26-76-35","8911-001-01",61,1,9,90000,1,2,1,2,9,1,9,1,2,,,,,2,,,,1,0,0,0,0
"33-18-58-71","8923-001-01",21,1,1000,100000,5,,5,,9,3,9,3,2,,,,,2,,,,300,0,0,200,0
"53-04-11-06","8924-001-01",45,1,30,30000,1,,1,,9,1,9,1,2,,,,,2,,,,20,0,0,0,0
"75-55-83-59","8925-001-01",45,1,400,400000,1,2,1,2,4,1,4,1,2,,,,,2,,,,105,0,0,50,0
"87-43-23-91","8962-001-02",21,2,,,,,,,,,,,2,,,,,2,,,,6,0,0,0,0
"87-43-23-91","8962-001-02",34,2,,,,,,,,,,,2,,,,,2,,,,25,0,0,0,0
"55-12-99-14","9003-001-99",45,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"31-72-02-47","9029-001-99",21,2,,,,,,,,,,,2,,,,,2,,,,90,0,0,30,0
"50-69-66-44","9055-001-99",21,1,60,15000,1,,1,,2,1,2,1,2,,,,,2,,,,20,0,0,0,0
"25-80-40-31","9079-001-99",21,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"25-80-40-31","9079-001-99",34,2,,,,,,,,,,,2,,,,,2,,,,80,0,0,0,0
"98-87-47-84","9121-001-99",60,1,15,5000,1,2,1,2,3,1,2,1,2,,,,,2,,,,27,0,0,6,0
"98-87-47-84","9121-001-99",303,2,,,,,,,,,,,2,,,,,2,,,,0,0,0,0,1500
"77-18-35-97","9181-001-99",21,2,,,,,,,,,,,2,,,,,2,,,,6,0,0,0,0
"65-75-10-45","9193-001-99",21,2,,,,,,,,,,,2,,,,,2,,,,400,0,0,200,0
"75-56-43-98","9316-001-99",60,2,,,,,,,,,,,2,,,,,2,,,,10,0,0,0,0
"22-19-71-69","9328-001-99",60,2,,,,,,,,,,,2,,,,,2,,,,70,0,0,15,0
"94-80-63-67","9386-001-99",45,1,80,80000,1,,1,,16,1,16,1,2,,,,,2,,,,50,0,0,0,0
"94-80-63-67","9386-001-99",60,1,200,75000,1,,1,,16,1,16,1,2,,,,,2,,,,140,0,0,60,0
"94-80-63-67","9386-001-99",304,2,,,,,,,,,,,1,1200,2,2,,2,,,,0,0,0,0,0
"61-71-00-80","9435-001-99",998,1,8000,7600000,1,2,1,2,12,1,12,1,2,,,,,2,,,,0,0,0,0,0
"72-11-59-80","9583-001-99",60,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,30,0
"15-65-02-50","9627-001-99",21,2,,,,,,,,,,,2,,,,,2,,,,120,0,0,0,0
"15-65-02-50","9627-001-99",60,2,,,,,,,,,,,2,,,,,2,,,,20,0,0,10,0
"45-36-59-56","9632-001-99",302,2,,,,,,,,,,,2,,,,,2,,,,30,0,0,0,0
"45-22-42-30","9636-001-99",45,1,3000,750000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"75-21-91-96","9639-001-99",21,1,800,120000,1,,1,,16,3,16,3,2,,,,,2,,,,200,0,0,0,0
"75-21-91-96","9639-001-99",45,1,25,10000,1,,1,,16,3,16,3,2,,,,,2,,,,0,0,10,25,0
"54-58-52-29","9640-001-99",45,1,6750000,1800000,1,,1,,16,3,16,3,2,,,,,2,,,,750000,0,0,0,0
"36-25-85-20","9642-001-99",21,2,,,,,,,,,,,2,,,,,2,,,,0,0,0,15,0
"36-25-85-20","9642-001-99",45,1,45,27000,1,,1,,9,1,9,1,2,,,,,2,,,,10,0,0,5,0
"36-25-85-20","9642-001-99",46,1,30,30000,1,,1,,9,1,9,1,2,,,,,2,,,,0,0,0,0,0
"23-69-08-56","9643-001-99",21,1,150,30000,1,,1,,2,1,2,1,2,,,,,2,,,,10,0,0,0,0
"23-69-08-56","9643-001-99",45,1,135,75000,1,,1,,9,4,9,4,2,,,,,2,,,,0,0,0,0,0
"23-69-08-56","9643-001-99",53,2,,,,,,,,,,,2,,,,,2,,,,100,0,0,50,0
"36-49-52-59","9648-001-99",21,1,180,30000,1,,1,,9,1,9,1,2,,,,,2,,,,60,0,0,0,0
"02-90-12-33","9649-001-99",21,1,1000,300000,1,,1,,9,1,9,1,2,,,,,2,,,,350,0,0,150,0
"02-90-12-33","9649-001-99",46,1,180,144000,1,,1,,7,3,9,2,2,,,,,2,,,,20,0,0,0,0
"02-90-12-33","9649-001-99",60,1,270,27000,1,,1,,9,1,9,1,2,,,,,2,,,,85,0,0,0,0
"94-31-69-07","9708-001-99",61,1,328,7544000,1,,1,,10,3,10,3,2,,,,,2,,,,3,0,0,0,0
