"interview__key","y5_hhid","productid","lf08_01","lf08_02","lf08_03_1","lf08_03_2","lf08_04","lf08_05_1","lf08_05_2","lf08_06","lf08_07_a","lf08_07_c","lf08_08_1","lf08_08_2"
"14-23-99-91","1333-001-01",3,2,,,,,,,,,,,
"45-37-73-99","1342-001-01",1,,,,,,,,,,,,
"45-37-73-99","1342-001-01",2,,,,,,,,,,,,
"45-37-73-99","1342-001-01",3,,,,,,,,,,,,
"02-97-68-80","1344-001-01",1,,,,,,,,,,,,
"02-97-68-80","1344-001-01",2,,,,,,,,,,,,
"02-97-68-80","1344-001-01",3,,,,,,,,,,,,
"07-49-23-29","1345-001-01",1,,,,,,,,,,,,
"07-49-23-29","1345-001-01",2,,,,,,,,,,,,
"07-49-23-29","1345-001-01",3,,,,,,,,,,,,
"38-64-41-11","1346-001-01",1,,,,,,,,,,,,
"38-64-41-11","1346-001-01",2,,,,,,,,,,,,
"38-64-41-11","1346-001-01",3,,,,,,,,,,,,
"82-06-86-02","1347-001-01",1,,,,,,,,,,,,
"82-06-86-02","1347-001-01",2,,,,,,,,,,,,
"82-06-86-02","1347-001-01",3,,,,,,,,,,,,
"85-21-92-45","1348-001-01",1,1,3,24,3,2,,,,,,,
"85-21-92-45","1348-001-01",2,2,,,,,,,,,,,
"85-21-92-45","1348-001-01",3,2,,,,,,,,,,,
"15-83-65-11","1350-001-01",1,,,,,,,,,,,,
"15-83-65-11","1350-001-01",2,,,,,,,,,,,,
"15-83-65-11","1350-001-01",3,,,,,,,,,,,,
"43-88-08-41","1350-001-04",1,,,,,,,,,,,,
"43-88-08-41","1350-001-04",2,,,,,,,,,,,,
"43-88-08-41","1350-001-04",3,,,,,,,,,,,,
"03-09-89-61","1361-001-01",1,,,,,,,,,,,,
"03-09-89-61","1361-001-01",2,,,,,,,,,,,,
"03-09-89-61","1361-001-01",3,,,,,,,,,,,,
"36-80-76-69","1364-001-01",1,,,,,,,,,,,,
"36-80-76-69","1364-001-01",2,,,,,,,,,,,,
"36-80-76-69","1364-001-01",3,,,,,,,,,,,,
"78-35-11-01","1364-001-04",1,,,,,,,,,,,,
"78-35-11-01","1364-001-04",2,,,,,,,,,,,,
"78-35-11-01","1364-001-04",3,,,,,,,,,,,,
"81-56-93-07","1366-001-01",1,,,,,,,,,,,,
"81-56-93-07","1366-001-01",2,,,,,,,,,,,,
"81-56-93-07","1366-001-01",3,,,,,,,,,,,,
"97-65-62-82","1368-001-01",1,,,,,,,,,,,,
"97-65-62-82","1368-001-01",2,,,,,,,,,,,,
"97-65-62-82","1368-001-01",3,,,,,,,,,,,,
"47-89-11-60","1380-001-02",1,,,,,,,,,,,,
"47-89-11-60","1380-001-02",2,,,,,,,,,,,,
"47-89-11-60","1380-001-02",3,,,,,,,,,,,,
"20-43-28-29","1383-001-01",1,,,,,,,,,,,,
"20-43-28-29","1383-001-01",2,,,,,,,,,,,,
"20-43-28-29","1383-001-01",3,,,,,,,,,,,,
"39-87-55-40","1384-001-01",1,,,,,,,,,,,,
"39-87-55-40","1384-001-01",2,,,,,,,,,,,,
"39-87-55-40","1384-001-01",3,,,,,,,,,,,,
"76-57-93-24","1385-001-01",1,,,,,,,,,,,,
"76-57-93-24","1385-001-01",2,,,,,,,,,,,,
"76-57-93-24","1385-001-01",3,,,,,,,,,,,,
"20-23-88-72","1386-001-01",1,,,,,,,,,,,,
"20-23-88-72","1386-001-01",2,,,,,,,,,,,,
"20-23-88-72","1386-001-01",3,,,,,,,,,,,,
"49-17-74-08","1387-001-02",1,,,,,,,,,,,,
"49-17-74-08","1387-001-02",2,,,,,,,,,,,,
"49-17-74-08","1387-001-02",3,,,,,,,,,,,,
"73-59-11-96","1399-001-01",1,,,,,,,,,,,,
"73-59-11-96","1399-001-01",2,,,,,,,,,,,,
"73-59-11-96","1399-001-01",3,,,,,,,,,,,,
"49-77-42-64","1399-001-04",1,,,,,,,,,,,,
"49-77-42-64","1399-001-04",2,,,,,,,,,,,,
"49-77-42-64","1399-001-04",3,,,,,,,,,,,,
"35-22-61-35","1401-001-01",1,1,1,13,3,2,,,,,,,
"35-22-61-35","1401-001-01",2,2,,,,,,,,,,,
"35-22-61-35","1401-001-01",3,2,,,,,,,,,,,
"37-56-57-81","1402-001-01",1,,,,,,,,,,,,
"37-56-57-81","1402-001-01",2,,,,,,,,,,,,
"37-56-57-81","1402-001-01",3,,,,,,,,,,,,
"39-91-71-06","1403-001-01",1,1,4,35,3,2,,,,,,,
"39-91-71-06","1403-001-01",2,2,,,,,,,,,,,
"39-91-71-06","1403-001-01",3,2,,,,,,,,,,,
"30-62-71-96","1406-001-01",1,1,5,10,3,1,10,3,3000,2,2,1,
"30-62-71-96","1406-001-01",2,2,,,,,,,,,,,
"30-62-71-96","1406-001-01",3,2,,,,,,,,,,,
"75-86-61-78","1407-001-01",1,,,,,,,,,,,,
"75-86-61-78","1407-001-01",2,,,,,,,,,,,,
"75-86-61-78","1407-001-01",3,,,,,,,,,,,,
"92-41-29-59","1419-001-01",1,2,,,,,,,,,,,
"92-41-29-59","1419-001-01",2,2,,,,,,,,,,,
"92-41-29-59","1419-001-01",3,2,,,,,,,,,,,
"59-62-66-41","1420-001-01",1,1,6,15,3,2,,,,,,,
"59-62-66-41","1420-001-01",2,2,,,,,,,,,,,
"59-62-66-41","1420-001-01",3,2,,,,,,,,,,,
"66-75-13-74","1421-001-01",1,,,,,,,,,,,,
"66-75-13-74","1421-001-01",2,,,,,,,,,,,,
"66-75-13-74","1421-001-01",3,,,,,,,,,,,,
"02-60-89-24","1423-001-01",1,,,,,,,,,,,,
"02-60-89-24","1423-001-01",2,,,,,,,,,,,,
"02-60-89-24","1423-001-01",3,,,,,,,,,,,,
"70-81-74-67","1424-001-02",1,,,,,,,,,,,,
"70-81-74-67","1424-001-02",2,,,,,,,,,,,,
"70-81-74-67","1424-001-02",3,,,,,,,,,,,,
"65-53-60-99","1425-001-01",1,2,,,,,,,,,,,
"65-53-60-99","1425-001-01",2,2,,,,,,,,,,,
"65-53-60-99","1425-001-01",3,2,,,,,,,,,,,
"70-80-85-68","1426-001-01",1,,,,,,,,,,,,
"70-80-85-68","1426-001-01",2,,,,,,,,,,,,
"70-80-85-68","1426-001-01",3,,,,,,,,,,,,
"25-65-44-58","1426-001-02",1,,,,,,,,,,,,
"25-65-44-58","1426-001-02",2,,,,,,,,,,,,
"25-65-44-58","1426-001-02",3,,,,,,,,,,,,
"56-90-29-76","1429-001-01",1,,,,,,,,,,,,
"56-90-29-76","1429-001-01",2,,,,,,,,,,,,
"56-90-29-76","1429-001-01",3,,,,,,,,,,,,
"21-52-23-44","1437-001-01",1,1,4,48,3,2,,,,,,,
"21-52-23-44","1437-001-01",2,2,,,,,,,,,,,
"21-52-23-44","1437-001-01",3,2,,,,,,,,,,,
"67-61-05-72","1438-001-01",1,,,,,,,,,,,,
"67-61-05-72","1438-001-01",2,,,,,,,,,,,,
"67-61-05-72","1438-001-01",3,,,,,,,,,,,,
"95-38-40-32","1438-001-03",1,,,,,,,,,,,,
"95-38-40-32","1438-001-03",2,,,,,,,,,,,,
"95-38-40-32","1438-001-03",3,,,,,,,,,,,,
"70-27-56-40","1439-001-01",1,,,,,,,,,,,,
"70-27-56-40","1439-001-01",2,,,,,,,,,,,,
"70-27-56-40","1439-001-01",3,,,,,,,,,,,,
"46-65-19-64","1440-001-01",1,,,,,,,,,,,,
"46-65-19-64","1440-001-01",2,,,,,,,,,,,,
"46-65-19-64","1440-001-01",3,,,,,,,,,,,,
"88-14-25-67","1441-001-01",1,,,,,,,,,,,,
"88-14-25-67","1441-001-01",2,,,,,,,,,,,,
"88-14-25-67","1441-001-01",3,,,,,,,,,,,,
"67-65-23-89","1442-001-01",1,,,,,,,,,,,,
"67-65-23-89","1442-001-01",2,,,,,,,,,,,,
"67-65-23-89","1442-001-01",3,,,,,,,,,,,,
"69-48-33-22","1443-001-01",1,1,4,36,3,2,,,,,,,
"69-48-33-22","1443-001-01",2,2,,,,,,,,,,,
"69-48-33-22","1443-001-01",3,2,,,,,,,,,,,
"16-57-70-85","1457-001-01",1,,,,,,,,,,,,
"16-57-70-85","1457-001-01",2,,,,,,,,,,,,
"16-57-70-85","1457-001-01",3,,,,,,,,,,,,
"58-46-90-09","1458-001-02",1,,,,,,,,,,,,
"58-46-90-09","1458-001-02",2,,,,,,,,,,,,
"58-46-90-09","1458-001-02",3,,,,,,,,,,,,
"42-90-48-15","1459-001-01",1,1,12,20,3,2,,,,,,,
"42-90-48-15","1459-001-01",2,2,,,,,,,,,,,
"42-90-48-15","1459-001-01",3,2,,,,,,,,,,,
"79-50-93-44","1462-001-01",1,,,,,,,,,,,,
"79-50-93-44","1462-001-01",2,,,,,,,,,,,,
"79-50-93-44","1462-001-01",3,,,,,,,,,,,,
"68-31-48-59","1463-001-01",1,1,4,15,3,2,,,,,,,
"68-31-48-59","1463-001-01",2,2,,,,,,,,,,,
"68-31-48-59","1463-001-01",3,2,,,,,,,,,,,
"25-84-63-25","1476-001-01",1,,,,,,,,,,,,
"25-84-63-25","1476-001-01",2,,,,,,,,,,,,
"25-84-63-25","1476-001-01",3,,,,,,,,,,,,
"69-52-20-71","1477-001-01",1,,,,,,,,,,,,
"69-52-20-71","1477-001-01",2,,,,,,,,,,,,
"69-52-20-71","1477-001-01",3,,,,,,,,,,,,
"64-13-92-40","1478-001-01",1,,,,,,,,,,,,
"64-13-92-40","1478-001-01",2,,,,,,,,,,,,
"64-13-92-40","1478-001-01",3,,,,,,,,,,,,
"80-46-40-50","1481-001-01",1,,,,,,,,,,,,
"80-46-40-50","1481-001-01",2,,,,,,,,,,,,
"80-46-40-50","1481-001-01",3,,,,,,,,,,,,
"26-46-51-96","1483-001-01",1,,,,,,,,,,,,
"26-46-51-96","1483-001-01",2,,,,,,,,,,,,
"26-46-51-96","1483-001-01",3,,,,,,,,,,,,
"42-63-63-44","1486-001-02",1,,,,,,,,,,,,
"42-63-63-44","1486-001-02",2,,,,,,,,,,,,
"42-63-63-44","1486-001-02",3,,,,,,,,,,,,
"22-20-15-10","1494-001-01",1,,,,,,,,,,,,
"22-20-15-10","1494-001-01",2,,,,,,,,,,,,
"22-20-15-10","1494-001-01",3,,,,,,,,,,,,
"24-01-19-77","1495-001-01",1,,,,,,,,,,,,
"24-01-19-77","1495-001-01",2,,,,,,,,,,,,
"24-01-19-77","1495-001-01",3,,,,,,,,,,,,
"65-01-04-42","1497-001-01",1,,,,,,,,,,,,
"65-01-04-42","1497-001-01",2,,,,,,,,,,,,
"65-01-04-42","1497-001-01",3,,,,,,,,,,,,
"99-86-57-88","1498-001-01",1,,,,,,,,,,,,
"99-86-57-88","1498-001-01",2,,,,,,,,,,,,
"99-86-57-88","1498-001-01",3,,,,,,,,,,,,
"20-57-87-38","1499-001-01",1,,,,,,,,,,,,
"20-57-87-38","1499-001-01",2,,,,,,,,,,,,
"20-57-87-38","1499-001-01",3,,,,,,,,,,,,
"25-65-66-84","1500-001-01",1,,,,,,,,,,,,
"25-65-66-84","1500-001-01",2,,,,,,,,,,,,
"25-65-66-84","1500-001-01",3,,,,,,,,,,,,
"54-73-26-73","1500-001-02",1,,,,,,,,,,,,
"54-73-26-73","1500-001-02",2,,,,,,,,,,,,
"54-73-26-73","1500-001-02",3,,,,,,,,,,,,
"20-20-25-34","1500-001-03",1,,,,,,,,,,,,
"20-20-25-34","1500-001-03",2,,,,,,,,,,,,
"20-20-25-34","1500-001-03",3,,,,,,,,,,,,
"81-38-85-46","1501-001-01",1,,,,,,,,,,,,
"81-38-85-46","1501-001-01",2,,,,,,,,,,,,
"81-38-85-46","1501-001-01",3,,,,,,,,,,,,
"73-23-23-02","1501-001-04",1,,,,,,,,,,,,
"73-23-23-02","1501-001-04",2,,,,,,,,,,,,
"73-23-23-02","1501-001-04",3,,,,,,,,,,,,
"97-18-17-72","1514-001-01",1,,,,,,,,,,,,
"97-18-17-72","1514-001-01",2,,,,,,,,,,,,
"97-18-17-72","1514-001-01",3,,,,,,,,,,,,
"52-81-86-84","1515-001-01",1,2,,,,,,,,,,,
"52-81-86-84","1515-001-01",2,2,,,,,,,,,,,
"52-81-86-84","1515-001-01",3,2,,,,,,,,,,,
"16-62-97-48","1517-001-01",1,,,,,,,,,,,,
"16-62-97-48","1517-001-01",2,,,,,,,,,,,,
"16-62-97-48","1517-001-01",3,,,,,,,,,,,,
"87-62-23-15","1518-001-01",1,1,9,11,3,2,,,,,,,
"87-62-23-15","1518-001-01",2,2,,,,,,,,,,,
"87-62-23-15","1518-001-01",3,2,,,,,,,,,,,
"35-70-97-65","1519-001-01",1,,,,,,,,,,,,
"35-70-97-65","1519-001-01",2,,,,,,,,,,,,
"35-70-97-65","1519-001-01",3,,,,,,,,,,,,
"83-51-04-00","1519-001-03",1,,,,,,,,,,,,
"83-51-04-00","1519-001-03",2,,,,,,,,,,,,
"83-51-04-00","1519-001-03",3,,,,,,,,,,,,
"75-89-71-14","1520-001-01",1,,,,,,,,,,,,
"75-89-71-14","1520-001-01",2,,,,,,,,,,,,
"75-89-71-14","1520-001-01",3,,,,,,,,,,,,
"35-77-45-51","1520-001-05",1,,,,,,,,,,,,
"35-77-45-51","1520-001-05",2,,,,,,,,,,,,
"35-77-45-51","1520-001-05",3,,,,,,,,,,,,
"79-19-49-95","1532-001-01",1,,,,,,,,,,,,
"79-19-49-95","1532-001-01",2,,,,,,,,,,,,
"79-19-49-95","1532-001-01",3,,,,,,,,,,,,
"63-60-11-25","1533-001-01",1,,,,,,,,,,,,
"63-60-11-25","1533-001-01",2,,,,,,,,,,,,
"63-60-11-25","1533-001-01",3,,,,,,,,,,,,
"91-84-66-99","1534-001-01",1,2,,,,,,,,,,,
"91-84-66-99","1534-001-01",2,2,,,,,,,,,,,
"91-84-66-99","1534-001-01",3,2,,,,,,,,,,,
"30-18-08-81","1536-001-01",1,2,,,,,,,,,,,
"30-18-08-81","1536-001-01",2,2,,,,,,,,,,,
"30-18-08-81","1536-001-01",3,2,,,,,,,,,,,
"45-99-00-52","1537-001-01",1,,,,,,,,,,,,
"45-99-00-52","1537-001-01",2,,,,,,,,,,,,
"45-99-00-52","1537-001-01",3,,,,,,,,,,,,
"83-09-40-73","1538-001-01",1,,,,,,,,,,,,
"83-09-40-73","1538-001-01",2,,,,,,,,,,,,
"83-09-40-73","1538-001-01",3,,,,,,,,,,,,
"39-60-11-46","1539-001-01",1,,,,,,,,,,,,
"39-60-11-46","1539-001-01",2,,,,,,,,,,,,
"39-60-11-46","1539-001-01",3,,,,,,,,,,,,
"88-91-41-19","1541-001-01",1,,,,,,,,,,,,
"88-91-41-19","1541-001-01",2,,,,,,,,,,,,
"88-91-41-19","1541-001-01",3,,,,,,,,,,,,
"00-33-05-95","1551-001-01",1,,,,,,,,,,,,
"00-33-05-95","1551-001-01",2,,,,,,,,,,,,
"00-33-05-95","1551-001-01",3,,,,,,,,,,,,
"35-10-30-26","1552-001-01",1,,,,,,,,,,,,
"35-10-30-26","1552-001-01",2,,,,,,,,,,,,
"35-10-30-26","1552-001-01",3,,,,,,,,,,,,
"71-54-30-18","1553-001-01",1,,,,,,,,,,,,
"71-54-30-18","1553-001-01",2,,,,,,,,,,,,
"71-54-30-18","1553-001-01",3,,,,,,,,,,,,
"87-34-09-05","1553-001-03",1,1,8,15,3,2,,,,,,,
"87-34-09-05","1553-001-03",2,2,,,,,,,,,,,
"87-34-09-05","1553-001-03",3,2,,,,,,,,,,,
"18-78-78-83","1554-001-01",1,,,,,,,,,,,,
"18-78-78-83","1554-001-01",2,,,,,,,,,,,,
"18-78-78-83","1554-001-01",3,,,,,,,,,,,,
"10-18-49-75","1554-001-02",1,,,,,,,,,,,,
"10-18-49-75","1554-001-02",2,,,,,,,,,,,,
"10-18-49-75","1554-001-02",3,,,,,,,,,,,,
"72-28-96-80","1555-001-01",1,,,,,,,,,,,,
"72-28-96-80","1555-001-01",2,,,,,,,,,,,,
"72-28-96-80","1555-001-01",3,,,,,,,,,,,,
"98-95-18-17","1556-001-01",1,1,3,8,3,2,,,,,,,
"98-95-18-17","1556-001-01",2,2,,,,,,,,,,,
"98-95-18-17","1556-001-01",3,2,,,,,,,,,,,
"87-14-18-77","1557-001-01",1,1,7,12,3,2,,,,,,,
"87-14-18-77","1557-001-01",2,2,,,,,,,,,,,
"87-14-18-77","1557-001-01",3,2,,,,,,,,,,,
"34-04-58-10","1557-001-03",1,,,,,,,,,,,,
"34-04-58-10","1557-001-03",2,,,,,,,,,,,,
"34-04-58-10","1557-001-03",3,,,,,,,,,,,,
"69-89-44-82","1557-001-07",1,,,,,,,,,,,,
"69-89-44-82","1557-001-07",2,,,,,,,,,,,,
"69-89-44-82","1557-001-07",3,,,,,,,,,,,,
"07-54-14-55","1559-001-01",1,1,3,50,3,2,,,,,,,
"07-54-14-55","1559-001-01",2,2,,,,,,,,,,,
"07-54-14-55","1559-001-01",3,2,,,,,,,,,,,
"13-93-41-98","1571-001-01",1,,,,,,,,,,,,
"13-93-41-98","1571-001-01",2,,,,,,,,,,,,
"13-93-41-98","1571-001-01",3,,,,,,,,,,,,
"47-27-91-78","1572-001-01",1,1,4,1680,3,1,1600,3,800000,9,1,1,2
"47-27-91-78","1572-001-01",2,2,,,,,,,,,,,
"47-27-91-78","1572-001-01",3,2,,,,,,,,,,,
"04-70-10-37","1572-001-04",1,1,10,1500,3,1,1500,3,6000000,9,1,1,2
"04-70-10-37","1572-001-04",2,2,,,,,,,,,,,
"04-70-10-37","1572-001-04",3,2,,,,,,,,,,,
"28-18-07-54","1573-001-01",1,1,6,12,3,2,,,,,,,
"28-18-07-54","1573-001-01",2,2,,,,,,,,,,,
"28-18-07-54","1573-001-01",3,2,,,,,,,,,,,
"03-53-76-34","1573-001-02",1,,,,,,,,,,,,
"03-53-76-34","1573-001-02",2,,,,,,,,,,,,
"03-53-76-34","1573-001-02",3,,,,,,,,,,,,
"41-70-42-11","1575-001-02",1,,,,,,,,,,,,
"41-70-42-11","1575-001-02",2,,,,,,,,,,,,
"41-70-42-11","1575-001-02",3,,,,,,,,,,,,
"61-35-20-59","1575-001-03",1,,,,,,,,,,,,
"61-35-20-59","1575-001-03",2,,,,,,,,,,,,
"61-35-20-59","1575-001-03",3,,,,,,,,,,,,
"23-80-89-13","1576-001-02",1,1,2,11,3,2,,,,,,,
"23-80-89-13","1576-001-02",2,2,,,,,,,,,,,
"23-80-89-13","1576-001-02",3,2,,,,,,,,,,,
"03-31-03-15","1589-001-01",1,,,,,,,,,,,,
"03-31-03-15","1589-001-01",2,,,,,,,,,,,,
"03-31-03-15","1589-001-01",3,,,,,,,,,,,,
"62-89-22-61","1589-001-02",1,1,6,24,3,2,,,,,,,
"62-89-22-61","1589-001-02",2,2,,,,,,,,,,,
"62-89-22-61","1589-001-02",3,2,,,,,,,,,,,
"15-24-38-60","1590-001-01",1,,,,,,,,,,,,
"15-24-38-60","1590-001-01",2,,,,,,,,,,,,
"15-24-38-60","1590-001-01",3,,,,,,,,,,,,
"51-16-39-43","1591-001-01",1,,,,,,,,,,,,
"51-16-39-43","1591-001-01",2,,,,,,,,,,,,
"51-16-39-43","1591-001-01",3,,,,,,,,,,,,
"16-12-17-41","1591-001-02",1,,,,,,,,,,,,
"16-12-17-41","1591-001-02",2,,,,,,,,,,,,
"16-12-17-41","1591-001-02",3,,,,,,,,,,,,
"72-09-12-51","1592-001-01",1,,,,,,,,,,,,
"72-09-12-51","1592-001-01",2,,,,,,,,,,,,
"72-09-12-51","1592-001-01",3,,,,,,,,,,,,
"05-96-73-80","1593-001-01",1,2,,,,,,,,,,,
"05-96-73-80","1593-001-01",2,2,,,,,,,,,,,
"05-96-73-80","1593-001-01",3,2,,,,,,,,,,,
"26-44-95-55","1594-001-01",1,1,1,13,3,2,,,,,,,
"26-44-95-55","1594-001-01",2,2,,,,,,,,,,,
"26-44-95-55","1594-001-01",3,2,,,,,,,,,,,
"39-36-00-00","1595-001-01",1,2,,,,,,,,,,,
"39-36-00-00","1595-001-01",2,2,,,,,,,,,,,
"39-36-00-00","1595-001-01",3,2,,,,,,,,,,,
"00-17-71-97","1596-001-01",1,1,12,60,3,2,,,,,,,
"00-17-71-97","1596-001-01",2,2,,,,,,,,,,,
"00-17-71-97","1596-001-01",3,2,,,,,,,,,,,
"66-25-05-14","1611-001-01",1,,,,,,,,,,,,
"66-25-05-14","1611-001-01",2,,,,,,,,,,,,
"66-25-05-14","1611-001-01",3,,,,,,,,,,,,
"01-51-13-55","1612-001-01",1,,,,,,,,,,,,
"01-51-13-55","1612-001-01",2,,,,,,,,,,,,
"01-51-13-55","1612-001-01",3,,,,,,,,,,,,
"96-96-70-93","1613-001-01",1,,,,,,,,,,,,
"96-96-70-93","1613-001-01",2,,,,,,,,,,,,
"96-96-70-93","1613-001-01",3,,,,,,,,,,,,
"26-30-52-40","1614-001-01",1,2,,,,,,,,,,,
"26-30-52-40","1614-001-01",2,2,,,,,,,,,,,
"26-30-52-40","1614-001-01",3,2,,,,,,,,,,,
"98-32-71-45","1615-001-01",1,,,,,,,,,,,,
"98-32-71-45","1615-001-01",2,,,,,,,,,,,,
"98-32-71-45","1615-001-01",3,,,,,,,,,,,,
"06-69-71-09","1627-001-01",1,,,,,,,,,,,,
"06-69-71-09","1627-001-01",2,,,,,,,,,,,,
"06-69-71-09","1627-001-01",3,,,,,,,,,,,,
"80-82-72-86","1628-001-01",1,,,,,,,,,,,,
"80-82-72-86","1628-001-01",2,,,,,,,,,,,,
"80-82-72-86","1628-001-01",3,,,,,,,,,,,,
"88-52-08-79","1629-001-01",1,,,,,,,,,,,,
"88-52-08-79","1629-001-01",2,,,,,,,,,,,,
"88-52-08-79","1629-001-01",3,,,,,,,,,,,,
"88-32-79-59","1632-001-01",1,,,,,,,,,,,,
"88-32-79-59","1632-001-01",2,,,,,,,,,,,,
"88-32-79-59","1632-001-01",3,,,,,,,,,,,,
"73-64-90-48","1633-001-01",1,2,,,,,,,,,,,
"73-64-90-48","1633-001-01",2,2,,,,,,,,,,,
"73-64-90-48","1633-001-01",3,2,,,,,,,,,,,
"74-16-11-30","1633-001-04",1,,,,,,,,,,,,
"74-16-11-30","1633-001-04",2,,,,,,,,,,,,
"74-16-11-30","1633-001-04",3,,,,,,,,,,,,
"55-83-58-89","1635-001-01",1,,,,,,,,,,,,
"55-83-58-89","1635-001-01",2,,,,,,,,,,,,
"55-83-58-89","1635-001-01",3,,,,,,,,,,,,
"98-14-57-11","1638-001-01",1,,,,,,,,,,,,
"98-14-57-11","1638-001-01",2,,,,,,,,,,,,
"98-14-57-11","1638-001-01",3,,,,,,,,,,,,
"34-42-45-69","1646-001-01",1,,,,,,,,,,,,
"34-42-45-69","1646-001-01",2,,,,,,,,,,,,
"34-42-45-69","1646-001-01",3,,,,,,,,,,,,
"85-27-27-29","1648-001-01",1,1,2,8,3,2,,,,,,,
"85-27-27-29","1648-001-01",2,2,,,,,,,,,,,
"85-27-27-29","1648-001-01",3,2,,,,,,,,,,,
"14-72-45-21","1649-001-01",1,1,2,30,3,1,10,3,5000,20,1,1,
"14-72-45-21","1649-001-01",2,2,,,,,,,,,,,
"14-72-45-21","1649-001-01",3,2,,,,,,,,,,,
"11-50-31-53","1651-001-01",1,2,,,,,,,,,,,
"11-50-31-53","1651-001-01",2,2,,,,,,,,,,,
"11-50-31-53","1651-001-01",3,2,,,,,,,,,,,
"95-26-54-25","1652-001-01",1,,,,,,,,,,,,
"95-26-54-25","1652-001-01",2,,,,,,,,,,,,
"95-26-54-25","1652-001-01",3,,,,,,,,,,,,
"21-96-86-15","1654-001-01",1,,,,,,,,,,,,
"21-96-86-15","1654-001-01",2,,,,,,,,,,,,
"21-96-86-15","1654-001-01",3,,,,,,,,,,,,
"26-08-75-88","1665-001-01",1,,,,,,,,,,,,
"26-08-75-88","1665-001-01",2,,,,,,,,,,,,
"26-08-75-88","1665-001-01",3,,,,,,,,,,,,
"54-12-93-50","1666-001-01",1,,,,,,,,,,,,
"54-12-93-50","1666-001-01",2,,,,,,,,,,,,
"54-12-93-50","1666-001-01",3,,,,,,,,,,,,
"76-88-68-32","1667-001-01",1,,,,,,,,,,,,
"76-88-68-32","1667-001-01",2,,,,,,,,,,,,
"76-88-68-32","1667-001-01",3,,,,,,,,,,,,
"72-28-12-36","1669-001-02",1,,,,,,,,,,,,
"72-28-12-36","1669-001-02",2,,,,,,,,,,,,
"72-28-12-36","1669-001-02",3,,,,,,,,,,,,
"20-90-59-33","1671-001-01",1,,,,,,,,,,,,
"20-90-59-33","1671-001-01",2,,,,,,,,,,,,
"20-90-59-33","1671-001-01",3,,,,,,,,,,,,
"24-16-35-08","1673-001-01",1,,,,,,,,,,,,
"24-16-35-08","1673-001-01",2,,,,,,,,,,,,
"24-16-35-08","1673-001-01",3,,,,,,,,,,,,
"61-09-26-35","1685-001-01",1,,,,,,,,,,,,
"61-09-26-35","1685-001-01",2,,,,,,,,,,,,
"61-09-26-35","1685-001-01",3,,,,,,,,,,,,
"97-61-48-51","1687-001-01",1,,,,,,,,,,,,
"97-61-48-51","1687-001-01",2,,,,,,,,,,,,
"97-61-48-51","1687-001-01",3,,,,,,,,,,,,
"63-71-40-36","1691-001-01",1,,,,,,,,,,,,
"63-71-40-36","1691-001-01",2,,,,,,,,,,,,
"63-71-40-36","1691-001-01",3,,,,,,,,,,,,
"73-26-21-87","1693-001-01",1,,,,,,,,,,,,
"73-26-21-87","1693-001-01",2,,,,,,,,,,,,
"73-26-21-87","1693-001-01",3,,,,,,,,,,,,
"50-82-98-18","1703-001-01",1,,,,,,,,,,,,
"50-82-98-18","1703-001-01",2,,,,,,,,,,,,
"50-82-98-18","1703-001-01",3,,,,,,,,,,,,
"87-18-56-32","1704-001-03",1,,,,,,,,,,,,
"87-18-56-32","1704-001-03",2,,,,,,,,,,,,
"87-18-56-32","1704-001-03",3,,,,,,,,,,,,
"92-25-23-25","1704-001-05",1,,,,,,,,,,,,
"92-25-23-25","1704-001-05",2,,,,,,,,,,,,
"92-25-23-25","1704-001-05",3,,,,,,,,,,,,
"14-59-55-56","1704-001-07",1,,,,,,,,,,,,
"14-59-55-56","1704-001-07",2,,,,,,,,,,,,
"14-59-55-56","1704-001-07",3,,,,,,,,,,,,
"22-38-66-35","1705-001-01",1,,,,,,,,,,,,
"22-38-66-35","1705-001-01",2,,,,,,,,,,,,
"22-38-66-35","1705-001-01",3,,,,,,,,,,,,
"04-99-54-69","1706-001-01",1,,,,,,,,,,,,
"04-99-54-69","1706-001-01",2,,,,,,,,,,,,
"04-99-54-69","1706-001-01",3,,,,,,,,,,,,
"59-65-56-21","1707-001-01",1,,,,,,,,,,,,
"59-65-56-21","1707-001-01",2,,,,,,,,,,,,
"59-65-56-21","1707-001-01",3,,,,,,,,,,,,
"00-51-38-89","1708-001-01",1,,,,,,,,,,,,
"00-51-38-89","1708-001-01",2,,,,,,,,,,,,
"00-51-38-89","1708-001-01",3,,,,,,,,,,,,
"54-40-29-58","1708-001-03",1,,,,,,,,,,,,
"54-40-29-58","1708-001-03",2,,,,,,,,,,,,
"54-40-29-58","1708-001-03",3,,,,,,,,,,,,
"36-06-21-60","1708-001-07",1,1,10,5,3,2,,,,,,,
"36-06-21-60","1708-001-07",2,2,,,,,,,,,,,
"36-06-21-60","1708-001-07",3,2,,,,,,,,,,,
"97-86-60-25","1709-001-01",1,1,4,60,3,2,,,,,,,
"97-86-60-25","1709-001-01",2,2,,,,,,,,,,,
"97-86-60-25","1709-001-01",3,2,,,,,,,,,,,
"65-68-67-71","1710-001-01",1,,,,,,,,,,,,
"65-68-67-71","1710-001-01",2,,,,,,,,,,,,
"65-68-67-71","1710-001-01",3,,,,,,,,,,,,
"43-48-45-11","1723-001-02",1,,,,,,,,,,,,
